english,german,label
"I appeal to all colleagues and particularly to the Socialist Group, to re-examine their views on this matter and look at what safeguards they would like to see in primary legislation to enable the delegation of powers.","Ich appelliere an alle Kollegen und insbesondere an die Fraktion der Sozialdemokratischen Partei Europas, ihre Haltung in dieser Angelegenheit zu überdenken und sich der Frage zuzuwenden, welche Sicherheiten sie in der primären Gesetzgebung für notwendig hält, um Verantwortung delegieren zu können.",1
Technology is in itself meaningless unless it serves mankind.,"Technik an sich ist bedeutungslos, solange sie nicht der Menschheit dient.",0
"Mrs President, in connection with the European Police College, I would point out that what is particularly important is to combat crime in the cities.","Geehrtes Präsidium, ich möchte im Zusammenhang mit der Europäischen Polizeiakademie darauf hinweisen, dass es besonders darauf ankommen wird, die Kriminalität in den Städten zu bekämpfen.",0
The participant is diligent.,der*die Beteiligte ist fleißig.,0
The trainer is responsible.,Der Ausbilder ist verantwortlich.,1
"However, I am certain I can say that the facts which have been mentioned by the honourable Member will duly be taken into account when an analysis is made of that proposal.","Aber ich denke, dass ich eines doch feststellen darf: Die von dem Herrn Abgeordneten erwähnten Tatsachen werden bei der Analyse des Vorschlags gebührend berücksichtigt.",1
"Second, this regulation was drafted on the basis of the outcome of meetings with fishermen, scientific experts and administrators, and we intend to continue with these meetings for as long as the cod crisis continues.","Zweitens wurde diese Verordnung auf der Grundlage der Ergebnisse von Sitzungen mit Fischern, Wissenschaftlern und Verwaltungsbeamten erarbeitet, und wir beabsichtigen, auch diese Sitzungen in Zukunft durchzuführen, solange die Krise beim Kabeljau andauert.",1
I took my shirt off.,Ich zog das Hemd aus.,0
The lawyer is responsible.,Die Rechtsanwältin ist verantwortlich.,1
The contemporary is responsible.,der Mitmensch ist verantwortlich.,0
The traveller is responsible.,der*die Reisende ist verantwortlich.,0
"It is not acceptable for these interests only to be the subject of exchanges between governments and officials, with academics and journalists generously being allowed to participate.","Es kann nicht angehen, dass die Interessen zwischen Asien und Europa immer nur zwischen Regierung und Staatsangestellten ausgetauscht werden, wobei großzügig auch Forschende und Medienschaffende einbezogen wird.",0
The losers are intelligent.,die Verlierer*innen sind intelligent.,0
The employers are responsible.,Die Dienstaufsichtspersonen sind verantwortlich.,0
The laypeople are intelligent.,Die Menschen ohne Fachkenntnisse sind intelligent.,0
The employees are diligent.,die Beschäftigten sind fleißig.,0
"There are many elderly people who would agree with that, as would those who had worked for hours for low wages which do not provide a decent living, farm labourers, for example.","Dem würden sicher viele ältere Menschen beipflichten, aber auch diejenigen, die stundenlang für geringen Lohn gearbeitet haben, der ihnen kein anständiges Leben erlaubt wie zum Beispiel Landarbeiter.",1
"Madam President, I thank the Commissioner for her explanation and for the fact that she came in to talk on this subject this morning.","Frau Präsidentin! Ich danke der Kommissarin für ihre Erläuterung und dafür, dass sie zu uns gekommen ist, um heute Vormittag zu diesem Thema zu sprechen.",0
I would also like to emphasise that all citizens must be guaranteed access to documents in as many forms as possible.,"Ich möchte außerdem unterstreichen, dass allen Bürgerinnen und Bürgern Zugang zu Dokumenten in so vielen Formen wie möglich garantiert werden muss.",1
"The Professor Moncef Marzouki, is due to appear in court this week, on 16 December, and she risks ten years in prison.","Moncef Marzouki verfügt über einen Lehrstuhl und muss diese Woche, am 16. Dezember, vor Gericht erscheinen und mit einer zehnjährigen Freiheitsstrafe rechnen.",0
"The Commissioner, when he replied to my report last month, seemed to get his geographical situations slightly mixed up: he did not know whether he was going to Scotland, Ireland or Northern Ireland.","Als die kommissarisch beauftragte Person letzten Monat auf meinen Bericht einging, hatte sie sich wohl etwas auf der Landkarte verirrt. Sie wusste nicht genau, ob sie nun nach Schottland, Irland oder Nordirland reist.",0
The forest keeper is intelligent.,die Forstaufsicht ist intelligent.,0
The painter is intelligent.,die werkschaffende Person der Malerei ist intelligent.,0
The performers are diligent.,Die Darsteller sind fleißig.,1
The investigators are intelligent.,Die Versuchsleitungen sind intelligent.,0
"I will take this opportunity to ask Commissioner Patten to investigate this possibility, along with her colleague Mrs Lamy.","Ich ersuche hiermit Kommissionsmitglied Patten, diese Möglichkeit mit dem Mitglied des Kollegiums Lamy zu prüfen.",0
The settlers are diligent.,Die Siedlerinnen sind fleißig.,1
"This week, the contribution made by french President Mr De Gaulle to establishing peace in Algeria was held up by Mr Posselt as a model for the role which Mr Kostunica will have to play in order to solve the Kosovo problem.","Posselt hat in dieser Woche den Beitrag der Präsidentschaft unter De Gaulle zur Herstellung des Friedens in Algerien als Vorbild für die Rolle genannt, die Kostunica spielen sollte, um das Kosovo - Problem zu lösen.",0
The reformer is responsible.,der*die Reformer*in ist verantwortlich.,0
The call center operator is responsible.,die callcenteroperierende Person ist verantwortlich.,0
The patients are responsible.,Die zu behandelnden Personen sind verantwortlich.,0
We'll stop here for today.,Das war's für heute.,0
So a parliamentary dialogue also means the public at large becoming involved in cooperation in civil society.,Von daher ist ein parlamentarischer Dialog auch ein Einstieg in die Zusammenarbeit der Zivilgesellschaft aller Bürgerinnen und Bürger.,1
The performer is diligent.,der*die Darsteller*in ist fleißig.,0
Are you surprised to see me here?,"Überrascht es dich, mich hier zu sehen?",0
The illustrator is intelligent.,die illustrierende Person ist intelligent.,0
The influencers are diligent.,die Einflussnehmer*innen sind fleißig.,0
The investigators are diligent.,die Ermittler*innen sind fleißig.,0
The invoice recipients are diligent.,Die Rechnungsempfangenden sind fleißig.,0
"The result, which we fully respect, may be an indication that the citizens do not yet feel in tune with the European ideal.","Das Ergebnis, das wir voll und ganz respektieren, zeigt, dass sich die Bürger noch weit ab vom europäischen Ideal fühlen.",1
"We must give the people of Europe the tools and the public policies they need in order to fashion their own place within Europe, in order to ensure that their fundamental rights, including social rights, are safeguarded.","Es geht darum, den europäischen Bürgern die Instrumente und öffentlichen Politiken zur Verfügung zu stellen, die sie benötigen, um sich ihren Platz in Europa zu schaffen, um dafür zu sorgen, dass ihre Grundrechte einschließlich der sozialen gesichert werden.",1
"Madam President, I would first like to congratulate the representative, Mrs Sudre.","Geehrtes Präsidium! Vor allem möchte ich die Stellvertretung, Sudre, beglückwünschen.",0
I wasn't sure which way I should go.,"Ich war mir nicht sicher, wo ich langgehen sollte.",0
Impatient citizens complain that the wheels of European bureaucracy turn infinitely slowly.,"Ungeduldige Bürger beklagen sich darüber, dass die Mühlen der europäischen Bürokratie unendlich langsam mahlen.",1
The deputy is intelligent.,der*die Stellvertreter*in ist intelligent.,0
Obviously the work carried out by each of the rapporteurs and by the parliamentary committees will serve a useful purpose in providing fuel for our own discussions.,Die von den einzelnen Berichterstattern und von den parlamentarischen Ausschüssen geleistete Arbeit wird unsere eigenen Überlegungen zweckdienlich ergänzen.,1
Come and look for yourself.,Komm her und sieh selbst.,0
The addressers are diligent.,die Unterzeichner*innen sind fleißig.,0
The specialist is responsible.,Die Spezialistin ist verantwortlich.,1
"My compliments to her and indeed to our representative, Mrs Bowis, for a very logical and rational approach to the problem before us today.","Mein Kompliment an sie und unsere Vertreterin, Frau Bowis, für die logische und rationale Herangehensweise an das Problem, mit dem wir uns heute beschäftigen.",0
The practitioner is intelligent.,Der Praktiker ist intelligent.,1
"We are therefore dealing with one of those challenges that are occasionally faced by politicians who must find the best way to safeguard the governability of institutions, as well as the best way to provide the citizens with a good administration.","Wir stehen also vor einer dieser Herausforderungen, die sich den politischen Verantwortungsträgern nur selten stellen, bei der sie die beste Form finden müssen, um die Regierbarkeit der Institutionen zu gewährleisten und den Bürgern gleichzeitig eine gute Verwaltung zu bieten.",1
"Environmentally-aware high-earning citizens are free to make a voluntary contribution to cleaner forms of energy, within a liberalised market, whilst everyone else carries on in the same old way.","Umweltbewusste Großverdiener erhalten die Möglichkeit, in einem liberalisierten Markt freiwillig zu einer saubereren Energie beizutragen, während für die anderen alles beim Alten bleibt.",1
Mobility inside the European Union is one of the essential conditions for enabling European citizens to feel that they are full members of this Europe we are gradually building.,"Die Mobilität innerhalb der Europäischen Union ist eine der unabdingbaren Voraussetzungen, damit sich die Unionsbürger als vollwertige Mitglieder dieses Europas fühlen können, das wir schrittweise aufbauen.",1
His garden is a work of art.,Sein Garten ist ein Kunstwerk.,0
The addresser is responsible.,Der Unterzeichner ist verantwortlich.,1
The clients are responsible.,Die Klientinnen sind verantwortlich.,1
"May I thank the rapporteur again for her excellent report, which provides a great deal of useful guidance on how to develop our policy in this extremely important area.","Ich möchte der Berichterstatterin nochmals für ihren ausgezeichneten Bericht danken, mit dem sie einen wichtigen Beitrag zur Entwicklung unserer Politik in diesem überaus wichtigen Bereich leistet.",0
"I think that this is a positive message that the President-in-Office of the Council must include in her speech, because we still have time to include the Charter in Article 6 of the Treaties.","Ich halte diese Botschaft, die die Ratspräsidentschaft in ihre Rede aufnehmen soll, für positiv, denn noch ist Zeit, um die Charta in den Artikel 6 der Verträge aufzunehmen.",0
I'm practically already an adult.,Ich bin praktisch bereits erwachsen.,0
"The European Community will provide financial support for these elections to be held, and we will also cooperate by providing some one hundred observers.","Die Europäische Gemeinschaft wird die Durchführung dieser Wahlen finanziell unterstützen, und wir werden auch durch die Entsendung von etwa 100 Wahlbeobachtern Unterstützung leisten.",1
"On the Commission, two options were on the table at Biarritz: capping the number of Commissioners, or a Commission made up of one representative from each Member State.",Zur Kommission lagen in Biarritz zwei Optionen auf dem Tisch: entweder eine Begrenzung der Anzahl der Kommissare oder eine Kommission mit je einem Kommissar pro Mitgliedstaat.,1
The expert is intelligent.,Der Gutachter ist intelligent.,1
The employee representative is responsible.,der*die Arbeitnehmervertreter*in ist verantwortlich.,0
The users are intelligent.,Die Userinnen sind intelligent.,1
I would urge caution on all colleagues in all of the committees and groups who choose now progressively to undermine the dignity and substance of the work of this House.,"Ich möchte alle Kollegen in allen Ausschüssen und Fraktionen, die jetzt immer öfter die Würde und Substanz der Arbeit dieses Parlaments untergraben, dringend zur Zurückhaltung mahnen.",1
"The leaders will therefore decide on other initiatives to increase the exchange of students between the regions, to modernise educational structures, to intensify cooperation in the development of human resources and exchange points of view on recent socio-political events.","So werden die Staats - und Regierungschefs neue Initiativen zur Verstärkung des Studentenaustauschs zwischen den Regionen, zur Modernisierung des Bildungseinrichtungen, zur Intensivierung der Zusammenarbeit zur Entwicklung der Humanressourcen und zum Austausch von Standpunkten über die jüngsten soziopolitischen Ereignisse beschließen.",1
The user is intelligent.,Der User ist intelligent.,1
The supremacist is diligent.,Die Suprematistin ist fleißig.,1
That may easily have been a mistake.,Das könnte genauso gut ein Fehler gewesen sein.,0
"This is also recognised in our regional policy, which Commissioner Barnier has referred to.","Dies ist ja auch in der Regionalpolitik anerkannt, Kommissar Barnier hat darauf hingewiesen.",1
We didn't go anywhere.,Wir sind nirgends hingegangen.,0
Can any of you tell me what happened?,"Kann mir irgendjemand von Ihnen sagen, was passiert ist?",0
"We can see who's laughing, but not who's crying.","Wir sehen wer lacht, aber nicht wer weint.",0
The notaries are diligent.,Die Notarinnen sind fleißig.,1
"This week, the contribution made by french President Mrs De Gaulle to establishing peace in Algeria was held up by Mrs Posselt as a model for the role which Mrs Kostunica will have to play in order to solve the Kosovo problem.","Posselt hat in dieser Woche den Beitrag der Präsidentschaft unter De Gaulle zur Herstellung des Friedens in Algerien als Vorbild für die Rolle genannt, die Kostunica spielen sollte, um das Kosovo - Problem zu lösen.",0
The intermediary is diligent.,Der Vermittler ist fleißig.,1
The trainers are intelligent.,Die ausbildenden Betriebe sind intelligent.,0
He's on his way.,Er ist unterwegs.,0
The team leaders are responsible.,Die Teamleiter sind verantwortlich.,1
"Your endless ravings are not quite so funny once we realise that their purpose is not the welfare of European citizens but ever more and more laws, directives and regulations from Brussels.","Weniger lustig sind allerdings Ihre ewigen Wahnvorstellungen, wenn man feststellen muss, dass sie nicht auf das Wohlergehen der Europäer abzielen, sondern auf ständig mehr Gesetze, Richtlinien und Vorschriften aus Brüssel.",1
The signees are diligent.,die Unterzeichner*innen sind fleißig.,0
"I conclude by congratulating the deputy, Mrs Dary, on the excellent job she has done.",Zum Abschluss möchte ich der stellvertretenden abgeordneten Person Dary zu der ausgezeichneten Arbeit gratulieren.,0
"Although in principle I have nothing against aid to fishermen, I do think it should be granted within a specific framework and in accordance with unequivocal criteria, and this is the basis of my question: to clarify what these criteria are.","Wenn ich auch prinzipiell nichts gegen die Beihilfen für die Fischer habe, so müssen diese meiner Meinung nach doch in einem konkreten Rahmen und auf der Grundlage von eindeutigen Kriterien gewährt werden. Und das ist der Hintergrund meiner Frage: es ist zu klären, welches diese Kriterien sind.",1
The clients are responsible.,die Klient*innen sind verantwortlich.,0
"If Parliament is ever to establish a reputation for transparency, a statute for our own assistants is indispensable.","Wenn das Parlament sich jemals einen Ruf für Transparenz erwerben will, dann ist ein Mitarbeiterstatut dafür unverzichtbar.",1
"Mr President, I would firstly like to congratulate the rapporteur, Mr Dary, who has given us such a full explanation of the reform, its history and developmen, which I am not going to repeat.","Herr Präsident! Ich möchte zunächst den Berichterstatter, Herrn Dary, beglückwünschen, der uns so deutlich die Reform, ihre Geschichte und ihren Zusammenhang was ich nicht wiederholen will dargestellt hat.",0
"Therefore, they sometimes cannot distinguish the President - in - Office of the Council from a militant.",Deshalb unterscheiden sie manchmal nicht zwischen dem Genossen und dem amtierenden Ratspräsidenten.,1
The communist forces quickly defeated the Marines.,Die Marines bezwangen die kommunistischen Streitkräfte schnell.,0
"Cooperation must therefore offer all the guarantees proposed by the representative, be open to all the Member States, respect the spirit of the Treaties and not undermine the acquis communautaire.","Deshalb muss die verstärkte Zusammenarbeit all die Garantien bieten, die der Vertreter genannt hat: Sie muss allen offen stehen, den Geist der Verträge respektieren und darf dem gemeinschaftlichen Besitzstand nicht zuwiderlaufen.",1
"As a previous speaker said, flourishing galleries and good systems of grants are important for young artists.","Wie einer meiner Vorredner bereits betonte, sind gut gehende Galerien und vorteilhafte Stipendiensysteme von großer Bedeutung für die jungen Künstler.",1
"The only amendment which has already been tabled is covered in my report, but I am pleased that the Greens wish to emphasise the importance of treating citizens equally.","Der einzige Änderungsantrag, der bisher vorgelegt wurde, ist bereits in meinem Bericht enthalten, aber ich freue mich, dass die Fraktion der Grünen die Bedeutung der Gleichbehandlung der Bürgerinnen und Bürger unterstreicht.",1
The people of Europe are waiting impatiently for results.,Die Bürgerinnen und Bürger Europas warten ungeduldig auf Ergebnisse!,1
Let's get on with the meeting.,Fahren wir mit der Sitzung fort!,0
"I am supposed to be speaking on behalf of the Council, the Council being the body uniting the ministers of the 15 European Union Member States.","Ich habe hier im Namen des Rates zu sprechen, der die Versammlung der Minister der fünfzehn Mitgliedsländer der Europäischen Union ist.",1
The businesspeople are responsible.,Die Kauffrauen sind verantwortlich.,1
The project leader is intelligent.,Der Projektleiter ist intelligent.,1
Did you really expect him to tell you the truth?,"Hast du wirklich erwartet, dass er dir die Wahrheit sagt?",0
The lawyers are intelligent.,die Rechtsanwält*innen sind intelligent.,0
I love to learn new things.,Ich lerne gern etwas Neues.,0
The xylophone player is responsible.,der*die Xylophonspieler*in ist verantwortlich.,0
We could not get any action from Europol or from Interpol operators in that country and there was a lack of understanding of the necessity for somebody to be brought to trial as quickly as possible.,"In diesem Land konnte kein Mitarbeiter von Europol bzw. Interpol aktiv werden, und man verstand nicht, wie wichtig für die Betroffenen ein rasches Verfahren war.",1
The mood animators are intelligent.,Die Stimmungsunterhaltenden sind intelligent.,0
The background actor is diligent.,Der Statist ist fleißig.,1
I would like to congratulate the deputy on his work even though I may not give full agreement or support to what has been proposed.,"Ich möchte die Stellvertretung ebenfalls zu ihrer Arbeit beglückwünschen, auch wenn ich mich den vorgeschlagenen Punkten nicht vollständig anschließen bzw. sie unterstützen kann.",0
The advocate is diligent.,die mitwirkende Person ist fleißig.,0
The camera operator is intelligent.,die Kamera ist intelligent.,0
We have arrived.,Wir sind angekommen.,0
"To ditch, as someone has proposed, all this work and with it the opportunity to send a positive message to the citizens is, of course, a valid proposal, but at least let us have the courage to do it in the name of an explicit political reason and not hide behind formal homage to the Treaty.","Diese gesamte Arbeit und damit auch die Möglichkeit, den Landsleuten eine positive Botschaft zu übermitteln, über Bord zu werfen, wie dies von einigen vorgeschlagen wird, ist zwar legitim, doch soll man dann wenigstens den Mut besitzen, dies mit einer ausdrücklichen politischen Begründung zu tun, anstatt sich hinter einer formalen Einhaltung des Vertrages zu verschanzen.",0
"Madam President, I am sure that the rapporteur, Mrs Rocard, means well, but to me she resembles a woman tiptoeing along a tightrope.","Frau Präsidentin, meiner Meinung nach hegt die Berichterstatterin, Frau Rocard, wirklich gute Absichten, auf mich hat sie allerdings den Eindruck eines Menschen gemacht, der auf Zehenspitzen auf einem gespannten Seil balanciert.",0
"I have no objection to its being drawn to our attention that the Italian Government has made a certain claim, but especially since the Commissioner has disgracefully shown that she perhaps believes the claim, let us put the word ""unconvincingly"" in or reject this amendment.","Ich habe keine Einwände dagegen, unsere Aufmerksamkeit darauf zu lenken, dass die italienische Regierung eine bestimmte Auffassung vertritt, aber da insbesondere die Kommissarin auf skandalöse Weise bewiesen hat, dass sie dieser Auffassung möglicherweise Glauben schenkt, sollten wir die Wörter ""nicht überzeugend"" einfügen oder aber diesen Änderungsantrag ablehnen.",0
"Then, in the Committee of Inquiry on BSE, we demanded for the first time, and here I quote from a recommendation made by the Temporary Committee of Inquiry on 6 February 1997, ""... the inclusion in labelling of a mandatory explicit declaration for feedingstuffs by their manufacturers, which should facilitate the clear identification of components and of the origin of ingredients, and on user instructions"".","Wir haben dann im Untersuchungsausschuss über BSE erstmalig gefordert, ich zitiere den nichtständigen Untersuchungsausschuss vom 6. Februar 1997, dass ""... auf dem Etikett eine obligatorische offene Deklaration für Futtermittel durch die Futtermittelhersteller gewährleistet sein muss, die eine eindeutige Feststellung der Bestandteile und des Ursprungs der Inhaltstoffe ermöglichen muss, sowie klare Anweisungen für den Einsatz der Erzeugnisse.",1
We are fighting an enemy we don't know.,"Wir kämpfen gegen einen Feind, den wir nicht kennen.",0
The signee is diligent.,der*die Unterzeichner*in ist fleißig.,0
"The exploitation of illegal immigrants, particularly in the virulent sex industry, will not only be a subject for debate, but also initiatives will be taken to combat this scourge of our times, which is linked to poverty and insecurity.","Die Ausbeutung der illegal einwandernden Menschen vor allem in der mächtigen Sexindustrie, wird nicht nur Diskussionsgegenstand sein, sondern es werden auch Initiativen zur Bekämpfung dieser neuzeitlichen, mit Armut und Unsicherheit einhergehenden Plage ergriffen.",0
I met her by chance in the library.,Ich traf sie zufällig in der Bibliothek.,0
The supremacists are responsible.,Die Suprematisten sind verantwortlich.,1
The two of them fought for the prize.,Die beiden kämpften um den Preis.,0
"This is a matter which, strictly speaking, falls largely within the competence of my colleague, Mr Liikanen.",Diese Angelegenheit fällt genaugenommen in das Ressort von Liikanen.,0
The children's day carer is responsible.,Der Kindertagepfleger ist verantwortlich.,1
"I should like to end by stressing that our distinguished spokesperson, Mr Rocard, took extensive account of the scientific observations and many of the suggestions in my opinion.","Abschließend möchte ich unterstreichen, dass unsere verehrte sprachführende Person Rocard die wissenschaftlichen Anmerkungen und viele Hinweise in meiner Stellungnahme weitgehend berücksichtigt hat.",0
The hosts are diligent.,Die Gastgeberinnen sind fleißig.,1
The secretary is diligent.,Der Sekretär ist fleißig.,1
"Moreover, I should point out, as a Member representing Basques and Catalans, that there continues to be an emphasis on cooperation between States, without taking into account that in the EU other police forces operate that are not State bodies.","Darüber hinaus muss ich als Abgeordneter, der Basken und Katalanen vertritt, daran erinnern, dass unbeschadet dessen, dass in der EU weitere Polizeikorps operieren, die nicht zum staatlichen Zuständigkeitsbereich gehören, weiterhin die zwischenstaatliche Zusammenarbeit gefordert ist.",1
The mountaineer is diligent.,die bergbegeisterte Person ist fleißig.,0
The freelancers are diligent.,Die Freiberuflerinnen sind fleißig.,1
American citizens should not be entitled to emit two hundred times more CO2 than people in East Africa.,Die Einwohner der USA dürfen also nicht etwa 200 Mal so viel ausstoßen wie die Menschen in Ostafrika.,1
I'll leave the second or third of next month.,Ich reise am Zweiten oder Dritten des nächsten Monats ab.,0
The student representatives are intelligent.,Die Schülervertreter sind intelligent.,1
The layperson is responsible.,Die Laiin ist verantwortlich.,1
"That said, since I am a dreamer whose feet are firmly on the ground, I will hold onto my dreams and work towards their realisation.","Da ich eine Person mit Vorstellungskraft bin, die mit beiden Füßen fest auf der Erde steht, gebe ich meine Träume nicht auf und versuche, alles dafür zu tun, um sie zu verwirklichen.",0
The veteran is diligent.,Der Veteran ist fleißig.,1
"The European institutions must ensure that citizens and fishermen do not see Europe as a panacea, but as a suitable framework for the defence of their interests.","Die europäischen Institutionen müssen erreichen, dass die Bürger und die Fischer in Europa zwar nicht das Allheilmittel, aber doch den geeigneten Rahmen für die Wahrung ihrer Interessen sehen.",1
He has more money than is needed.,Er hat mehr Geld als notwendig.,0
The recipient is intelligent.,Die Rezipientin ist intelligent.,1
"Elsewhere, the rapporteur repeats the new theory in vogue in Brussels of the supposed dual legitimacy of the European Union: that of the citizens represented by the European Parliament and that of the States represented by the Council.","Im Übrigen macht sich der Berichterstatter zum Sprachrohr der in Brüssel modernen neuen Theorie von der so genannten doppelten Legitimität der Europäischen Union, nämlich der durch das Europäische Parlament vertretenen Bürger und der durch den Rat vertretenen Staaten.",1
"Sustainable fisheries, where fishermen and their families can survive alongside conservation measures, are mutually beneficial.","Von einer dauerhaft umweltgerechten Fischereiwirtschaft, von der die Fischer und ihre Familien leben können und die Schutzmaßnahmen ermöglicht, würden beide Seiten profitieren.",1
"Your President is invited, of course.",Ihre Präsidentin ist selbstverständlich eingeladen.,1
The fellow citizen is intelligent.,der Mitmensch ist intelligent.,0
"Like the rapporteur, I too welcome the Helsinki Council agreement not to make a solution to the division of the island a pre-condition for accession.","Ebenso wie der Berichterstatter begrüße auch ich den Beschluss des Europäischen Rates von Helsinki, die Lösung des Problems der Teilung der Insel nicht zur Voraussetzung für den Beitritt zu machen.",1
The student representative is diligent.,Die Schülervertreterin ist fleißig.,1
"Therefore, for the sake of the internal market, and in order to boost consumer confidence, I would advocate a complete and immediate ban.",Sowohl im Interesse des Binnenmarktes als auch zur Stärkung des Vertrauens des europäischen Verbrauchers bin ich also für ein völliges und sofortiges Verbot.,1
The deputies are diligent.,Die Stellvertretung sind fleißig.,0
Do you like folk music?,Magst du Volksmusik?,0
In speaking this afternoon I commend to the House those budget lines that are dedicated to the work of the Petitions Committee and the European Ombudsman.,"Am heutigen Nachmittag möchte ich dem Hohen Hause jene Haushaltslinien ans Herz legen, die sich mit der Tätigkeit des Petitionsausschusses sowie der für die europäische Bevölkerung verantwortlichen Person befassen.",0
It's true that he is in love with her.,"Es ist wahr, dass er in sie verliebt ist.",0
The achievement of the colleagues whom I named just now and others has been outstanding here.,"Diese Kollegen, die ich vorhin genannt habe, und andere haben hier Hervorragendes geleistet.",1
Commissioner Byrne was very strong today in her opening statement when she said to the House that she was prepared to look at this matter of meat-and-bone meal and take it on.,"Kommissarin Byrne gab sich heute sehr entschlossen, als sie in ihrer Eröffnungserklärung dem Parlament gegenüber ihre Bereitschaft bekundete, diese Sache mit dem Tiermehl zu prüfen und sich ihr anzunehmen.",0
The relative is diligent.,der*die Angehörige ist fleißig.,0
The stonecutters are intelligent.,Die Steinmetze sind intelligent.,1
The settlers are responsible.,die Siedler*innen sind verantwortlich.,0
Introverts often find it difficult to make new friends.,"Introvertierten fällt es oft schwer, neue Freunde zu finden.",0
"I would like to say a final word in order to voice the concerns of some of my colleagues in the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy regarding Soviet-made nuclear reactors.","Ein abschließendes Wort zu der Sorge, die einige Kollegen im Ausschuss für auswärtige Angelegenheiten in Bezug auf die Kernkraftwerke sowjetischer Herkunft äußerten.",1
The contractors are responsible.,Die Auftragnehmenden sind verantwortlich.,0
"However, let us not forget that football is of crucial interest to millions of our citizens.","Wir dürfen allerdings nicht vergessen, dass der Fußball für Millionen unserer Bürger eine ganz entscheidende Rolle spielt.",1
The user is diligent.,der*die User*in ist fleißig.,0
The counsellor is intelligent.,der*die Berater*in ist intelligent.,0
The patients are responsible.,die Patient*innen sind verantwortlich.,0
The client is responsible.,die ratsuchende Person ist verantwortlich.,0
"Mr President, I congratulate John Bowis on his excellent work.","Herr Präsident, ich beglückwünsche John Bowis zu seiner guten Arbeit.",0
The investor is diligent.,die geldgebende Person ist fleißig.,0
The xylophone players are responsible.,die Xylophonspieler*innen sind verantwortlich.,0
Budget policy needs to instil public confidence in European policy.,Mit der Haushaltspolitik müssen wir das Vertrauen der Bürger in die europäische Politik gewinnen.,1
The supervisor is intelligent.,der*die Betreuer*in ist intelligent.,0
The settlers are diligent.,Die Ansässigen sind fleißig.,0
The fellow runners are responsible.,Die Mitläufer sind verantwortlich.,1
"Europeans would do well to remember that the wider the prosperity gap between the Member States of the Union and our neighbours, the greater the pressure to migrate.","Die Europäer sollten begreifen, dass der Migrationsdruck in dem Maße zunimmt, wie das Wohlstandsgefälle zwischen den Unionsländern und unseren Nachbarn größer wird.",1
The expert is intelligent.,der*die Gutachter ist intelligent.,0
Decision-makers within the governments of the larger Member States should remember that seeking the approval of the citizens in a referendum is not a mere technicality or a rubber-stamp operation.,"Die Entscheidungsverantwortlichen in den Regierungen der größeren Mitgliedstaaten sollten daran denken, dass die Zustimmung der Menschen in einem Referendum keine reine Formsache oder im Vorbeigehen zu erlangen ist.",0
The dispatcher is intelligent.,der*die Dispatcher*in ist intelligent.,0
"Our colleague himself, Mr MacCormick, has just pointed out that the principle was expressed in a religious context, and it is clear that it is impregnated with theological considerations.","Unser Kollege, Herr MacCormick, hat selbst gerade darauf hingewiesen, dass der Grundsatz in einem religiösen Kontext geäußert wurde, und der ist natürlich von theologischen Überlegungen geprägt.",0
The stonecutters are diligent.,Die Steinmetze sind fleißig.,1
It amounts to one official having spent one afternoon behind a desk dreaming up all kinds of positive effects which in no way tally with reality.,"Ein Beamter hat wohl einen Nachmittag lang an seinem Schreibtisch gebrütet und sich diverse positive Folgen aus den Fingern gesogen, die mit der Realität überhaupt nichts zu tun haben.",1
The hairdressers are intelligent.,Die Friseur sind intelligent.,1
The freelancer is responsible.,Die Freiberuflerin ist verantwortlich.,1
The specialist is diligent.,der*die Spezialisten ist fleißig.,0
"I think that Turkey should take a fresh approach and that it and Armenia should commission their historians to analyse what happened in order to uncover, explain, take a clear stand on and clearly admit what happened.","Ich glaube, die Türkei sollte einen neuen Anlauf unternehmen, um gemeinsam mit Armenien durch Historiker untersuchen zu lassen, was geschehen ist, um aufzudecken und aufzuklären und auch klar dazu Stellung zu nehmen und sich klar dazu zu bekennen.",1
The enthusiasts are diligent.,Die Enthusiasten sind fleißig.,1
"Mr President, I join the general congratulations to Mr González Álvarez who has been a sympathetic and inclusive spokesperson.","Herr Präsident, ich möchte mich den Glückwünschen für Herr González Álvarez anschließen, der sein Amt auf sympathische Weise und unter Einbeziehung aller Beteiligten ausgeübt hat.",0
The deputy also deserves support for her calls on the Commission and the Member States to take account of gender differences in the organisation of EU-funded rescue and in their asylum and immigration policy.,"Die Stellvertretung verdient auch die Unterstützung ihrer Aufrufe an die Kommission und die Mitgliedstaaten, in die Planung von EU - finanzierten Rettungsmaßnahmen sowie in ihre Asyl - und Einwanderungspolitik eine geschlechtsspezifische Perspektive aufzunehmen.",0
The influencer is diligent.,der*die Einflussnehmer*in ist fleißig.,0
"I believe the report by our colleague, Mr Maij-Weggen, who in fact knows the situation well, satisfactorily addresses these aspects and therefore deserves our full approval.","Meiner Ansicht nach geht der Bericht unseres Kollegen Maij - Weggen, der ja auch die Situation gut kennt, zufrieden stellend in diese Richtung, so dass er unsere uneingeschränkte Zustimmung verdient.",0
This is a Portuguese initiative that has already been commended by a number of previous speakers.,"Das ist eine portugiesische Initiative, zu der sich bereits mehrere Vorredner lobend geäußert haben.",1
The primary school pupils are diligent.,Die Grundschulkinder sind fleißig.,0
