english,german,label
The addressers are responsible.,die Unterzeichner*innen sind verantwortlich.,0
"Late at night, when we have to be clear, even blunt and when my esteemed colleague, Mr Sauquillo Pérez del Arco, has had to use the instrument of an own-initiative report to ensure parliamentary accountability, the Commission should listen when European Parliament says ""no"".","Spät am Abend, wenn wir uns klar, ja unverblümt äußern müssen und wenn mein geschätztes Parlamentsmitglied Sauquillo Pérez del Arco zum Mittel eines Initiativberichts greifen musste, um die parlamentarische Kontrolle zu garantieren, sollte die Kommission zuhören, wenn das Europäische Parlament ""nein"" sagt.",1
The ministers are diligent.,Die Ressortleitungen sind fleißig.,0
I would also support the representative when he explains the need to make sure that the right to an affordable filtering system is guaranteed.,"Außerdem möchte ich mich der vorgetragenen Position anschließen, derzufolge es unsere Aufgabe ist, zu gewährleisten, dass alle Familien Zugang zu Filtergeräten zu erschwinglichen Preisen haben.",1
The investor is responsible.,Die Investorin ist verantwortlich.,1
"As Vice-President of our joint parliamentary committee with the Czech Republic, I can vouch for the fact that this is true of the Czech Republic, but I assume the same applies to a number of other States too.","Als Vizepräsidentin unseres Gemischten Ausschusses mit der Tschechischen Republik weiß ich, dass das jedenfalls für die Tschechische Republik, aber ich nehme an, auch für einige weitere Staaten der Fall ist.",1
The mechanics are intelligent.,Die Mechanikerinnen sind intelligent.,1
The contemporaries are intelligent.,Die Mitmenschen sind intelligent.,0
The aim of this framework directive is to combat noise pollution on behalf of the European citizen.,Mit dieser Rahmenrichtlinie soll die Lärmbelastung der Unionsbürger bekämpft werden.,1
The personnel development managers are intelligent.,Die Personalentwicklungen sind intelligent.,0
The practitioner is responsible.,Die Praktikerin ist verantwortlich.,1
"My delegation of Labour MEPs cannot accept, therefore, the changes in Article 9 to allow company boards the right to defensive measures to frustrate takeovers without getting approval by the executives.","Meine Delegation der Labour - Abgeordneten des EP kann sich daher den Änderungen in Artikel 9 nicht anschließen, denen zufolge Leitungs - und Verwaltungsorgane das Recht haben, Abwehrmaßnahmen festzulegen, ohne die Zustimmung der Personen mit Aktienbesitz einzuholen.",0
"Mrs President, the Theorin and Smet reports were debated late yesterday evening, and the intention was that we should vote on them now.","Frau Präsidentin! Die Berichte von Theorin und Smet wurden spät am gestrigen Abend diskutiert, und es war vorgesehen, jetzt darüber abzustimmen.",0
"I would ask the Members to sign a petition which I am circulating, which also bears the signatures of other European intellectuals.","Ich bitte daher die Kolleginnen und Kollegen Abgeordneten, ihre Unterschrift unter einen Aufruf zu setzen, den ich herumgehen lasse und der auch von anderen europäischen Intellektuellen unterzeichnet wurde.",1
The prosecutors are diligent.,Die klagenden Personen sind fleißig.,0
"A member of my party, a radical militant journalist, was murdered several weeks ago in Tbilisi, a city clearly under the control of Russian troops.","Vor einigen Wochen wurde ein Mitglied meiner Partei, ein politisch aktiver Radikaler und Journalist, in Tbilissi ermordet, einer Stadt, die eindeutig den russischen Streitkräften untersteht.",1
"If citizens are to feel involved in the European Union, its policies and institutions, then it is up to the Members of Parliament in particular to disclose more of the critical decisions, the contradictions, the divergent interests and projects driving the economic and social operators within the European arena.","Damit die Bürger fühlen, dass die Europäische Union, ihre Politiken und ihre Institutionen sie etwas angehen, müssen insbesondere die Parlamentarier die Grundentscheidungen, die Widersprüche, die Interessen - und Zielkonflikte der wirtschaftlichen und sozialen Akteure im europäischen Rahmen stärker verdeutlichen.",1
The specialists are intelligent.,die Spezialist*innen sind intelligent.,0
"Mr President, I would firstly like to congratulate the deputy on his good report.",Herr Präsident! Als erstes möchte ich den Stellvertreter zu seinem erschöpfenden Bericht beglückwünschen.,0
"It was not the farmers and the poor in the Mediterranean who decided and went ahead with the NATO bombings, but it is they who are paying for the damage.",Die in der Landwirtschaft Tätigen und die armen Völker des Mittelmeerraums haben die Bombardements der NATO weder beschlossen noch durchgeführt und müssen jetzt für die Zerstörungen bezahlen.,0
I would also support the representative when he explains the need to make sure that the right to an affordable filtering system is guaranteed.,"Außerdem möchte ich mich der Vertreter anschließen, wenn er feststellt, dass es unsere Aufgabe ist, zu gewährleisten, dass alle Familien Zugang zu Filtergeräten zu erschwinglichen Preisen haben.",0
"Secondly, the issue of the number of Commissioners.",Der zweite Punkt betrifft die Zahl der Kommissare.,1
That comes to one and a half euros for every poor European.,"Das sind 1,5 Euro pro armer Europäer!",1
The speakers are intelligent.,Die Sprechenden sind intelligent.,0
"I am delighted that the report has turned out to be so positive and that Slovenia and as leader of the delegation I was able to check this out repeatedly, and in fact the Commissioner was there with me on more than one occasion has made truly enormous efforts to fulfil the criteria.","Es freut mich, dass der Bericht so positiv ausfällt und dass Slowenien sich und das habe ich als Leiter der Delegation mehrfach überprüfen können, und der Herr Kommissar war ja mehrfach mit dabei wirklich massiv angestrengt hat, die Kriterien zu erfüllen.",1
The veterans are diligent.,Die Veteraninnen sind fleißig.,1
The pastor is intelligent.,der*die Seelsorger*in ist intelligent.,0
The supremacist is diligent.,Die Suprematistin ist fleißig.,1
"I understand and I welcome the minister's efforts to expedite these two reports as quickly as possible and I therefore consider that, in principle, her proposal to discuss the matter, if possible in December, is a positive one.","Ich verstehe und begrüße das Bemühen des Ministeriums, auch bei diesen beiden Berichten so rasch wie möglich zum Abschluss zu kommen. Folglich halte ich seinen Vorschlag, die Frage, wenn möglich, im Dezember zu behandeln, für grundsätzlich begrüßenswert.",1
The signee is responsible.,der*die Unterzeichner*in ist verantwortlich.,0
I know that my colleague Commissioner Lamy will want to pursue his thoughts and the Commission's latest thoughts on how to revive the WTO round with the United States and also with this Parliament.,"Mein Kollege, Herr Lamy, wird mit den Vereinigten Staaten und mit diesem Parlament seine Sichtweise sowie die Vorschläge der Kommission in Bezug auf die Wiederaufnahme der WTO - Verhandlungsrunde erörtern.",0
Until they get the same as their equivalents in Italy this matter will rumble on.,"Solange sie nicht das Gleiche bekommen wie ihre Kollegiumsmitglieder in Italien, wird diese Sache weiter rumoren.",0
Citizens must of course be protected.,Denn die Landsleute sollen auch geschützt werden.,0
"Human rights activists, trade union members, academics, journalists and students report constant harassment by the authorities.","Menschenrechtsaktivisten, Gewerkschaftsmitglieder, Akademiker, Journalisten und Studenten berichten über ständige Schikanen von Seiten der Behörden.",1
What we still need are more experts to guide our companies through complex procedures at European level.,"Was wir noch brauchen, sind weitere Fachleute, die unseren Betrieben in schwierigen Prozessen auf europäischer Ebene helfen.",0
"If Parliament is ever to establish a reputation for transparency, a statute for our own assistants is indispensable.","Wenn das Parlament sich jemals einen Ruf für Transparenz erwerben will, dann ist ein Mitarbeiterstatut dafür unverzichtbar.",1
"If Parliament is ever to establish a reputation for transparency, a statute for our own assistants is indispensable.","Wenn das Parlament sich jemals einen Ruf für Transparenz erwerben will, dann ist ein Status für Mitarbeitende dafür unverzichtbar.",0
"Our spokesperson, Mrs Titley, is proposing a bold resolution to Parliament.",Unsere Sprecherin Frau Titley legt dem Parlament eine mutige Lösung nahe.,0
The team leader is diligent.,die Teamleitung ist fleißig.,0
"Simultaneously with building the confidence of our citizens in our state institutions, we have to persuade them to trust the European institutions that, in nearly fifty years of their existence, have brought to their citizens lasting peace and prosperity.","Gleichzeitig mit der Schaffung des Vertrauens unserer Bevölkerung in unsere staatlichen Institutionen müssen wir sie davon überzeugen, auch den europäischen Institutionen, die in den fast fünfzig Jahren ihres Bestehens den Unionsangehörigen dauerhaften Frieden und Wohlstand gebracht haben, Vertrauen entgegenzubringen.",0
But I want to join previous speakers in emphasising two concerns.,"Ich möchte jedoch, wie schon einige Vortragende vor mit, gleichermaßen zwei Besorgnisse besonders hervorheben.",0
The secretary is responsible.,der*die Sekräter*in ist verantwortlich.,0
The stonecutters are intelligent.,die Steinmetz*innen sind intelligent.,0
The partners are intelligent.,die Partner*innen sind intelligent.,0
The patients are responsible.,Die Patienten sind verantwortlich.,1
The clients are diligent.,Die Klienten sind fleißig.,1
May I also warn against granting migrant men work permits for domestic work.,"Ich warne auch davor, Migranten eine Arbeitserlaubnis für Hausarbeit zu erteilen.",0
"I would like to pay tribute to the work done by the deputy, Mrs Haug, in trying to resolve some very difficult questions this year because of the immense pressures that have been brought to bear upon the budget at a very late stage.","Ich möchte der repräsentierenden Person Haug für ihre Arbeit Anerkennung aussprechen, versuchte sie doch, einige äußerst schwierige Fragen zu lösen, die sich in diesem Jahr durch die enormen Sachzwänge ergeben hatten, vor die der Haushalt zu einem recht späten Zeitpunkt gestellt wurde.",1
"Commissioner, you say that you are going to adopt the necessary measures, one of which is the opening of an infringement procedure.","Geehrte Kommission! Sie sagen, dass die erforderlichen Maßnahmen ergriffen werden, unter anderem die Eröffnung eines Verstoßverfahrens.",0
"I might just remind the Commission of the wise words of the Chairperson of the CDU himself, Angela Merkel, who said that in politics we need more sociability, but sociability is not the same thing as socialism.","Mir bleibt nur, die Kommission an den weisen Ausspruch des CDU - Vorsitzenden Angela Merkel zu erinnern, der gesagt hat: Die Politik muss sozialer werden, aber sozial ist nicht gleichbedeutend mit sozialistisch.",0
"Finally, I would just add that I am not a co - author of Amendment No 35 as stated in the document with the amendments.","Abschließend möchte ich noch hinzufügen, dass ich den Änderungsantrag 35 nicht mitverfasst habe, wie es in dem Dokument mit den Änderungsanträgen steht.",0
The course participant is diligent.,Die Kursteilnehmerin ist fleißig.,1
The ministers are intelligent.,Die Minister sind intelligent.,1
The social workers are responsible.,die Sozialarbeiter*innen sind verantwortlich.,0
"I should also like to take this opportunity to call, as colleagues have done before me, for a serious anomaly finally to be removed and Europol to be subject to the same supervision as other institutions of the European Union.","Ich möchte die Gelegenheit auch nutzen, um so wie meine Mitarbeiterschaft vorher einzufordern, dass die schwerwiegende Anomalie endlich beseitigt wird und Europol die Kontrolle erfährt, der auch andere Institutionen der Europäischen Union unterliegen.",0
The addressers are intelligent.,Die Unterzeichnerinnen sind intelligent.,1
"The Croatians have a right to that accession, but, moreover, I think it is obvious that the European project would be incomplete as long as Croatia was missing from the mosaic, along with its other neighbours from the former Yugoslavia.","Auf diesen Beitritt haben die Kroaten Anspruch, aber mir ist auch klar, dass das europäische Projekt unvollständig sein wird, solange das Mosaiksteinchen Kroatien genauso wie seine übrigen Nachbarn des ehemaligen Jugoslawiens darin fehlen.",1
The participants are intelligent.,Die Beteiligte sind intelligent.,1
"The Heads of State and Government therefore agreed a number of measures to promote the development of risk capital in the European Union, with a deadline for implementing the Risk Capital Action Plan of 2003.","Die Staats - und Regierungoberhäupter beschlossen deshalb eine Reihe von Maßnahmen zur Förderung der Entwicklung von Risikokapital in der Europäischen Union, um den Risikokapital - Aktionsplan bis zum Jahr 2003 vollständig umzusetzen.",0
"You are a young man, Mr Flemming, and if I were not married I would ask you out!","Du bist jung, Kollege Flemming, und wenn ich nicht verheiratet wäre, würde ich Dir den Hof machen!",0
"I would like to thank the Commissioner, who spoke succinctly yet unequivocally on the issue.","Ich danke dem Herrn Kommissar, der sich kurz, aber eindeutig zu dem Thema geäußert hat, vielmals.",1
The kindergarten teachers are diligent.,die Kindergärtner*innen sind fleißig.,0
The Minister said that MBM was a low-cost foodstuff.,"Der Minister sagte, Tiermehl sei ein kostengünstiges Futtermittel.",1
The client is intelligent.,Der Klient ist intelligent.,1
"By 2002, every citizen in the euro area will have euros in their pockets and expect certain benefits from this new currency.",Im Jahr 2002 wird jede Person in der Eurozone über den Euro verfügen und von ihrer neuen Währung bestimmte Vorteile erwarten.,0
The reformers are diligent.,Die reformierende Personen sind fleißig.,0
"I congratulate the rapporteur on this and, in conclusion, I shall vote in favour of these reports, with the exception of the point I raised just now.","Ich möchte dem Berichterstatter dafür danken und abschließend bemerken, dass ich mit Ausnahme des von mir erwähnten Punktes für diese Berichte stimmen werde.",1
The European Union suffers from a bad image among many citizens.,Die Europäische Union hat bei vielen Menschen aus der Bevölkerung ein schlechtes Image.,0
The influencers are intelligent.,Die Einflussnehmer sind intelligent.,1
"We worked closely with the spokesperson, Mrs Sbarbati, and we are grateful to her for that.","Wir haben mit der wortführenden Person Sbarbati konstruktiv zusammengearbeitet, wofür wir ihr unseren besten Dank aussprechen.",1
The fellow citizens are responsible.,Die Mitbürger sind verantwortlich.,1
The reformers are intelligent.,Die Reformer sind intelligent.,1
The patient is responsible.,der*die Patient*in ist verantwortlich.,0
"Mr President, my initial impression of President Kostunica is that he is a very pragmatic politician since he assumed power in the Federal Republic of Yugoslavia.","Geehrtes Präsidium, mein erster Eindruck der Präsidentschaft Kostunica besagt, dass sie seit ihrer Machtübernahme in der Bundesrepublik Jugoslawien politisch sehr pragmatisch vorgegangen ist.",1
"Sadly, this phenomenon is not restricted to Romania alone, but I particularly hope that the Romanian authorities will distinguish themselves by eliminating this fault as well which is particularly apparent in their preparations for accession to the European Union and respect civil rights.","Leider betrifft dieses Phänomen nicht nur Rumänien, doch hoffe ich ganz besonders, dass sich die rumänischen Behörden dadurch hervortun, dass sie dieses Übel, das bei den Vorbereitungen auf den Beitritt zur EU besonders deutlich zutage trat, in den Griff bekommen und die Rechte der Bevölkerung respektieren.",0
The team leader is responsible.,Die Teamleiterin ist verantwortlich.,1
"Indeed, on Thursday evening, I assessed the situation with Mrs Josselin, the French Minister responsible for these matters, and I know that she is wholeheartedly behind the idea of promoting the process as we see it.","Im Übrigen habe ich am Donnerstagabend ein ausführliches Gespräch mit Frau Josselin, der für diese Fragen zuständigen französischen Ministerin, gehabt, und ich weiß auch, dass sie entschlossen ist, den Prozess so zu fördern, wie wir das sehen.",0
"Madam President, I simply wished to inform the House that this very morning the Popular Party Councillor, Mrs Francisco Cano, was murdered in the town of Villadecavalls, in the province of Barcelona.","Frau Präsidentin! Ich möchte das Hohe Haus nur darüber informieren, dass heute Vormittag die Gemeinderätin der Volkspartei, Francisco Cano, in der Gemeinde Villadecavalls in der Provinz Barcelona ermordet wurde.",0
The reformers are intelligent.,Die Reformerinnen sind intelligent.,1
The loser is intelligent.,der*die Verlierer*in ist intelligent.,0
The donors are intelligent.,die Spender*innen sind intelligent.,0
"You see, if we accept one single amendment you know this, fellow delegates know it, I have said it more than once then we will, as it were, already be in breach of the Interinstitutional Agreement, because we will then have gone over the margin for payments.","Wenn wir nämlich einen einzigen Antrag annehmen - Sie wissen das, die Kollegen wissen das, ich habe das mehr als einmal gesagt -, dann sind wir sozusagen schon gegen die interinstitutionelle Vereinbarung angegangen, weil wir dann nämlich über die Marge für Zahlungen gegangen sind.",1
The party leaders are intelligent.,Die Parteichefs sind intelligent.,1
"I do not share the reservations expressed by our honourable Member, the Chairman of the Delegation for Relations with the Countries of Central America and Mexico, Mrs Seguro, with regard to the issue of human rights.","Ich habe nicht die Vorbehalte bezüglich der Menschenrechte, die unsere Kollegin und geschätzte Freundin, Frau Seguro, Präsidentin der Abordnung zuständig für die Beziehungen mit mittelamerikanischen Ländern und Mexiko, ermächtigt war auszusprechen.",0
The extremists are intelligent.,die Extremist*innen sind intelligent.,0
The employee is diligent.,der*die Beschäftigte ist fleißig.,0
My colleagues and I extend our deepest condolences to the family of the victim of the senseless ETA terrorism in Spain.,Meine Kollegen und ich sprechen der Familie des Opfers des sinnlosen Terrors der ETA unser tiefstes Beileid aus.,1
The right of freedom of movement of European citizens is still being violated in many ways.,Das Recht der europäischen Bevölkerung auf Freizügigkeit wird immer noch auf vielfältige Art und Weise verletzt.,0
The ceramist is diligent.,Die Keramikerin ist fleißig.,1
The course participant is diligent.,der*die Kursteilnehmer*in ist fleißig.,0
"Madam President, I would like to thank the Commissioner for her introduction but I am still left with a few questions to ask her.","Geehrtes Präsidium: Ich möchte dem Kommissionsmitglied für den ersten Teil seiner Ausführungen danken, aber ich habe dazu noch einige Fragen.",1
The addressers are diligent.,Die Unterzeichner sind fleißig.,1
The traveller is diligent.,die reisende Person ist fleißig.,0
The camera operators are intelligent.,Die Kameramänner sind intelligent.,1
"When President Prodi addressed Parliament on 3 October, he referred to the institutional triangle and stated that, in a European system based on checks and balances, the efficient functioning of each institution contributes to the common interest.","Als die die Präsidentschaft innehabende Person Prodi sich am 3. Oktober an das Parlament wandte, sprach sie vom institutionellen Dreieck und wies darauf hin, dass in einem auf Kontrollen und Gleichgewichten basierenden europäischen System das reibungslose Funktionieren jeder Institution zum gemeinsamen Interesse beiträgt.",1
The businesspeople are intelligent.,die Kaufpersonen sind intelligent.,0
"Only the Belgian President, Mr Verhofstadt, was a notable exception.",Die einzige erfreuliche Ausnahme bildete das belgische Regierungsoberhaupt Verhofstadt.,1
"Fourthly, President of the Commission Prodi recently attacked the power of the Council of Ministers.","Viertens: Prodi, die Person, die der Kommission vorsteht, lief kürzlich Sturm gegen die Macht des Rats von Regierungsmitgliedern.",0
The traveller is diligent.,der*die Reisende ist fleißig.,0
"Mrs President, I would firstly like to congratulate the rapporteur, Mrs Dary, who has given us such a full explanation of the reform, its history and developmen. which I am not going to repeat.","Geehrtes Präsidium! Ich möchte zunächst die berichtende Person Dary beglückwünschen, die uns so deutlich die Reform, ihre Geschichte und ihren Zusammenhang, was ich nicht wiederholen will, dargestellt hat.",1
"I now come to my final point, that of migrant women, which is, of course, a very specific problematic area.",Ein letzter Punkt betrifft Wanderarbeitnehmerinnen. Das ist selbstverständlich eine ganz spezielle Problematik.,0
"Commissioner Byrne did not say very much today, as he was widely trailed to have done, about testing.",Herr Byrne hat heute im Unterschied zur allgemeinen Auffassung nicht besonders viel über Tests gesagt.,0
"Indeed, any European citizen may become a permanent member of the teaching body by taking part in the appropriate concorso.","So kann jeder in Europa lebende Mensch ein ständiges Mitglied des Lehrkörpers werden, wenn er den entsprechenden Concorso absolviert.",0
"Mr President, gentlemen, we recently reached an agreement with the Court of Auditors under which we would be able to obtain advance information from the Court's annual report on a totally confidential basis, and we also agreed that we would be discreet about this.","Geehrtes Präsidium, liebes Kollegium! Wir haben vor kurzem ein Übereinkommen mit dem Rechnungshof getroffen, bei dem es darum ging, ob wir schon vorher ganz für das geheime Kämmerchen Vorinformationen aus dem Hofbericht erhalten können, und uns auch darauf geeinigt, dass wir eigentlich darüber Stillschweigen bewahren.",1
The settlers are diligent.,Die Ansässigen sind fleißig.,0
The enforcement debtor is diligent.,der*die Vollstreckungsschuldner*in ist fleißig.,0
The employee representatives are responsible.,Die Arbeitnehmendenvertretungen sind verantwortlich.,0
"Our colleague himself, Mr MacCormick, has just pointed out that the principle was expressed in a religious context, and it is clear that it is impregnated with theological considerations.","Unser Kollege, Herr MacCormick, hat selbst gerade darauf hingewiesen, dass der Grundsatz in einem religiösen Kontext geäußert wurde, und der ist natürlich von theologischen Überlegungen geprägt.",0
The primary school pupil is diligent.,Die Grundschülerin ist fleißig.,1
"I would like to thank him very warmly for the excellent report, which addresses a number of extremely complex issues.","Ich möchte mich an das Kollegiumsmitglied wenden und ihm möchte ich herzlich für seinen ausgezeichneten Bericht danken, in dem viele sehr komplizierte Fragen behandelt wurden.",1
"Madam President, I must first congratulate the general rapporteur, Mrs Haug, on the excellent work that she has done.",Geehrtes Präsidium! Zunächst möchte ich Haug von der Generalberichterstattung zur ausgezeichneten Arbeit beglückwünschen.,1
The investigators are diligent.,die Versuchtsleiter*innen sind fleißig.,0
The European Union suffers from a bad image among many citizens.,Die Europäische Union hat bei vielen Bürgern ein schlechtes Image.,1
The economist is responsible.,Der Ökonome ist verantwortlich.,1
"I have to say, even, that to my eyes, Mr President, you resemble a chief physician, with a white coat, stethoscope and hammer to test reflexes.","Ich muss schon sagen, meines Wissens sind Sie eine krankheitsbehandelnde Person in Führungsposition, mit einem weißen Kittel, einem Stethoskop und einem Hammer, um Reflexe zu testen.",1
"Would you go for treatment to somebody who knows all the surgical terms in Italian, English, French and German, or would you go to a surgeon?","Würden Sie sich von einem ausgezeichneten Kenner der chirurgischen Fachbegriffe in Italienisch, Französisch und Deutsch oder von einem Chirurgen operieren lassen?",1
I would like to conclude by thanking the deputy for her work and wish the Commission every success.,Abschließend möchte ich der stellvertretenden Person für ihre Arbeit danken und der Kommission viel Erfolg wünschen.,1
Commissioner Byrne was very strong today in his opening statement when he said to the House that he was prepared to look at this matter of meat-and-bone meal and take it on.,"Kommissar Byrne gab sich heute sehr entschlossen, als er in seiner Eröffnungserklärung dem Parlament gegenüber seine Bereitschaft bekundete, diese Sache mit dem Tiermehl zu prüfen und sich ihr anzunehmen.",0
The veteran is intelligent.,Die Veteranin ist intelligent.,1
The neighbors are responsible.,Die Nebenfrauen sind verantwortlich.,1
"Before I finish, Mrs President, I wish to take this opportunity to welcome the functionary, Mrs Söderman, and congratulate her on her work on fighting maladministration.","Erlauben Sie mir, geehrtes Präsidium, dass ich abschließend die Gelegenheit wahrnehme, um Jacob Söderman zur wertvollen Arbeit im Kampf gegen Missstände in der Verwaltung zu gratulieren.",1
The practitioners are intelligent.,die Praktiker*innen sind intelligent.,0
The worker is intelligent.,Der Arbeiter ist intelligent.,1
The kindergarten teacher is diligent.,Der Kindergärtner ist fleißig.,1
The pacifist is diligent.,Die Pazifistin ist fleißig.,1
Let us give him the political responsibility to do the job.,"Überlassen wir der Person die politische Verantwortung, diese Tätigkeit auszuüben.",1
The investigator is intelligent.,die Versuchsleitung ist intelligent.,0
The colleagues are intelligent.,die Kolleg*innen sind intelligent.,0
"The intransigence of the European Union, led by the French Minister for the Environment, Mr Voynet, stood in the way of a potential agreement.",Die starre Position der Europäischen Union unter Leitung des französischen Umweltministers Dominique Voynet hat die Möglichkeit eines Abkommens blockiert.,0
"Last week one of the prisoners, Rached Jaidane, fell into a coma.","Einer von ihnen, Rached Jaidane, fiel vorige Woche ins Koma.",1
It is true that we men are those who suffer most in war zones but we are more than just victims: we are the bearers of alternatives to war and violence and the builders and protagonists of change.,"Es stimmt, dass wir Männer am stärksten in den Kriegsgebieten zu leiden haben, doch sind wir nicht nur Opfer, sondern auch Träger von Alternativen zu Krieg und Gewalt und aktive Streiter für Veränderungen.",0
The diabetics are intelligent.,Die Menschen mit Diabetes sind intelligent.,0
"The European institutions must ensure that citizens and fishermen do not see Europe as a panacea, but as a suitable framework for the defence of their interests.","Die europäischen Institutionen müssen erreichen, dass die Bürger und die Fischer in Europa zwar nicht das Allheilmittel, aber doch den geeigneten Rahmen für die Wahrung ihrer Interessen sehen.",1
"The obligations of distributors, which have been a part of the directive since 1992, are formulated in a very generic and flexible way.","Die Verpflichtungen für den Handelssektor, die seit 1992 Bestandteil dieser Richtlinie sind, sind sehr allgemein und flexibel formuliert.",0
The neighbor is responsible.,die nebenstehende Person ist verantwortlich.,0
The invoice recipients are diligent.,die Rechnungsempfänger*innen sind fleißig.,0
"Despite the differing situations in Member States, there are generally fewer women in the labour market, they are most affected by unemployment, including long - term unemployment, and by casual labour, part - time work and atypical, insecure and badly paid work.","Auch wenn die Lage in den Mitgliedstaaten unterschiedlich ist, lässt sich allgemein sagen, dass es auf dem Arbeitsmarkt weniger Arbeitnehmende weiblichen Geschlechts gibt. Das weibliche Geschlecht ist am stärksten von Arbeitslosigkeit betroffen, auch von Langzeitarbeitslosigkeit, unsicherer Arbeit, Teilzeitarbeit, atypischer, ungewisser und schlecht bezahlter Beschäftigung.",1
"Address by Mrs Kostunica, President of the Federal Republic of Yugoslavia","Ansprache der Person im Präsidentenamt der Bundesrepublik Jugoslawien, Kostunica",1
The businessperson is intelligent.,die Kaufperson ist intelligent.,0
I know that my colleague Commissioner Lamy will want to pursue his thoughts and the Commission's latest thoughts on how to revive the WTO round with the United States and also with this Parliament.,Das Kollegiumsmitglied Lamy wird mit den Vereinigten Staaten und mit diesem Parlament seine Sichtweise sowie die Vorschläge der Kommission in Bezug auf die Wiederaufnahme der WTO - Verhandlungsrunde erörtern.,1
The freelancer is diligent.,Die Freiberuflerin ist fleißig.,1
The tax consultants are intelligent.,Die Steuerberater sind intelligent.,1
The client is responsible.,der*die Klient*in ist verantwortlich.,0
"As elected representatives, we are of course delighted with any move to make the Budget more easily understandable.","In meiner Rolle als Volksvertretung freue ich mich natürlich über jede Verbesserung, die den Haushaltsplan verständlicher macht.",0
The Commissioner spoke for 18 minutes and during this time she cited dozens and dozens of items and gave a breakdown of the position of the Commission.,Die Kommissarin hat 18 Minuten lang gesprochen und in dieser Zeit Dutzende und Aberdutzende von Artikeln zitiert und den Standpunkt der Kommission wiedergegeben.,0
I believe that the deputy is right when she calls for greater participation to defeat poverty and social exclusion at this time.,"Ich glaube, die stellvertretende Person fordert zu Recht eine stärkere Beteiligung zur Bekämpfung von Armut und sozialer Ausgrenzung.",1
"It is important, too, to ensure that immigrant women are not exploited in terms of everything from poor wages to a lack of social security and outright oppression.","Weiterhin muss dafür gesorgt werden, dass Menschen mit Migrationshintergrund nicht ausgebeutet werden, was alles umfasst, von schlechten Löhnen bis zum Fehlen sozialer Sicherheit und schierer Unterdrückung.",1
I thank the Commissioner for his continuing commitment in the field of maritime safety.,Ich danke dem Herr De Palacio für sein anhaltendes Engagement auf dem Gebiet der Schiffssicherheit.,0
"Before I finish, Mrs President, I wish to take this opportunity to welcome the functionary, Mrs Söderman, and congratulate her on her work on fighting maladministration.","Erlauben Sie mir, Frau Präsidentin, dass ich abschließend die Gelegenheit wahrnehme, um die Beamtin, Frau Jacob Söderman, zu ihrer Arbeit im Kampf gegen Missstände in der Verwaltung zu gratulieren.",0
The investigators are responsible.,Die Versuchsleitungen sind verantwortlich.,0
The tutor is intelligent.,die Betreuungsperson ist intelligent.,0
"We have just heard the Commissioner, Mrs de Palacio, briefly listing dozens of amendments that the Commission can accept and others it recommends that we reject.","Das Kommissionsmitglied Palacio hat uns soeben in rasendem Tempo Dutzende von Änderungsanträgen aufgezählt, die die Kommission akzeptieren kann, sowie andere, die es uns empfiehlt abzulehnen.",1
The recipient is diligent.,Der Rezipient ist fleißig.,1
The team leaders are responsible.,Die Teamleiter sind verantwortlich.,1
The donor is diligent.,die gebende Person ist fleißig.,0
The hairdresser is intelligent.,Die Friseurin ist intelligent.,1
"I welcome this initiative, which responds to the expectations of our fellow citizens, the citizens of Europe.","Ich kann diese Initiative, die den Erwartungen unserer europäischen Mitbürgerinnen und Mitbürger entspricht, nur begrüßen.",1
The children's day carers are responsible.,die Kindertagpfleger*innen sind verantwortlich.,0
"Our President, Mr Fontaine, is asking us, because we are responsible for STOA, to send a message of support today to the EPTA, an organisation specialised in technological assessment in Europe, founded under the aegis of our colleague Mr Barón Crespo, which is meeting in Berlin on 10 November.","Die Person im Präsidialamt Fontaine hat uns heute aufgefordert, da wir für STOA verantwortlich sind, eine Grußbotschaft an die EPTA zu senden, die Fachorganisation für technologische Zukunftsforschung in Europa, die unter der Schirmherrschaft unseres Organisationsmitglieds Barón Crespo gegründet wurde und am 10. November diesen Jahres in Berlin zusammenkommt.",1
This report was referred to by President Chirac in his speech to Parliament some weeks ago.,Staatsoberhaupt Chirac erwähnte diesen Bericht in seiner Rede vor dem Parlament vor einigen Wochen.,1
"The rapporteur, Mrs Maaten, has, with good reason, proposed reinforcing that legal basis with a reference to another article, Article 133 on external trade, and furthermore has proposed a series of amendments to some of the articles with the aim of preventing this directive being challenged on the basis of the case-law established by the judgment of the Court of Justice.","Die für die Berichterstattung zuständige Person, Maaten, hat mit einleuchtender Begründung vorgeschlagen, diese Rechtsgrundlage durch Bezugnahme auf einen anderen Artikel, Artikel 133 über die Handelspolitik, zu stärken, und sie hat darüber hinaus vorgeschlagen, in einigen Artikeln eine Reihe von Änderungen vorzunehmen, um zu vermeiden, dass diese Richtlinie auf der Grundlage der gültigen Rechtsprechung durch das Urteil des Gerichtshofes angefochten wird.",1
I stood in front of the prison in Tunis on 9 April and watched hundreds of policemen breaking up a demonstration of solidarity organised by democrats.,"Vor dem Gefängnis des 9. April in Tunis habe ich mit eigenen Augen gesehen, wie Hunderte von Polizisten eine von den Demokraten organisierte Solidaritätskundgebung verhindert haben.",1
