ID;Europarl_ID;SET;SRC;REF-G;REF-N;GENDER;COMMON;REF-G_ann;G-WORDS
219;ep-en-de-2546;Set-G;The President of Italy addressed this House today and she said that it was not the aim of this Union to negate national values.;Ich habe heute vernommen, wie die italienische Präsidentin vor diesem Haus gesagt hat, dass es nicht das Ziel der Europäischen Union sei, die nationalen Werte zu zerstören.;Mit Interesse habe ich heute vernommen, wie die italienische Präsidentschaft vor diesem Haus gesagt hat, dass es nicht das Ziel der Europäischen Union sei, die nationalen Werte zu zerstören.;F;no;Ich habe heute vernommen , wie <G>die</G> italienische <G>Präsidentin</G> vor diesem Haus gesagt hat , dass es nicht das Ziel der Europäischen Union sei , die nationalen Werte zu zerstören .;die & Präsidentin
220;ep-en-de-2582;Set-G;In my country, Italy, a teacher colleague of mine who was Catholic by religion but taught in a State school was dismissed because she became pregnant, she did not have an abortion and she was not married.;In meinem Land, Italien, wurde eine Kollegin, eine Lehrerin katholischer Religion, die allerdings an einer staatlichen Schule unterrichtete, entlassen, weil sie schwanger wurde, keinen Abbruch vornehmen ließ und nicht verheiratet war.;In meinem Land, Italien, wurde eine mir bekannte Person, eine Lehrkraft für katholische Religion, die allerdings an einer staatlichen Schule unterrichtete, entlassen, weil sie schwanger wurde, keinen Abbruch vornehmen ließ und nicht verheiratet war.;F;yes;In meinem Land , Italien , wurde <G>eine</G> <G>Kollegin</G> , <G>eine</G> <G>Lehrerin</G> katholischer Religion , <G>die</G> allerdings an einer staatlichen Schule unterrichtete , entlassen , weil <G>sie</G> schwanger wurde , keinen Abbruch vornehmen ließ und nicht verheiratet war .;eine & Kollegin & eine & Lehrerin & die & sie
221;ep-en-de-2603;Set-G;Mrs Ana de Palacio Vallelersundi has a sister who is a Commissioner in the European Commission.;Frau Anna de Palacio Vallelersundi, hat eine Schwester, die Mitglied der Europäischen Kommission ist.;Anna de Palacio Vallelersundi hat ein Geschwisterteil, das Mitglied der Europäischen Kommission ist.;F;no;<G>Frau</G> Anna de Palacio Vallelersundi , hat <G>eine</G> <G>Schwester</G> , <G>die</G> Mitglied der Europäischen Kommission ist .;Frau & eine & Schwester & die
222;ep-en-de-2637;Set-G;I also thank my colleague, Mrs Cashman, for accepting my amendments on the action programme which will guarantee European money to cover the extra cost of disability.;Ich danke auch meiner Kollegin, Frau Cashman, für die Aufnahme meiner Änderungsanträge zum Aktionsprogramm, durch die Zuschüsse der Europäischen Union zur Deckung der zusätzlichen Kosten für Behinderte sichergestellt werden.;Ich danke auch dem Mitglied Cashman aus meinem Kollegium für die Aufnahme meiner Änderungsanträge zum Aktionsprogramm, durch die Zuschüsse der Europäischen Union zur Deckung der zusätzlichen Kosten für Behinderte sichergestellt werden.;F;no;Ich danke auch <G>meiner</G> <G>Kollegin</G> , <G>Frau</G> Cashman , für die Aufnahme meiner Änderungsanträge zum Aktionsprogramm , durch die Zuschüsse der Europäischen Union zur Deckung der zusätzlichen Kosten für Behinderte sichergestellt werden .;meiner & Kollegin & Frau
223;ep-en-de-2665;Set-G;Madam President, I should like to underline what my colleague Mrs Hernández Mollar has just said.;Frau Präsidentin! Ich möchte das unterstreichen, was meine Kollegin Hernández Mollar gerade gesagt hat.;Geehrtes Präsidium! Ich möchte das unterstreichen, was Hernández Mollar gerade gesagt hat.;F;no;<G>Frau</G> <G>Präsidentin</G> ! Ich möchte das unterstreichen , was <G>meine</G> <G>Kollegin</G> Hernández Mollar gerade gesagt hat .;Frau & Präsidentin & meine & Kollegin
224;ep-en-de-268;Set-G;Lastly, I would like to stress that this is an area where women entrepreneurs should benefit from special support, and I wish to emphasise that we, the European Parliament, should be calling on the Commission to monitor progress in this field by means of benchmarking and a scoreboard process.;Ich möchte noch anmerken und betonen, dass in diesem Bereich auch Frauen als Unternehmerinnen eine besondere Förderung zugute kommen sollte, und ich möchte noch unterstreichen, dass wir als Parlament doch auch die Kommission auffordern sollten, diesen Prozess der Fortschritte in diesem Bereich durch ein Benchmarking und einen Score - Board - Prozess zu begleiten.;Ich möchte noch anmerken und betonen, dass in diesem Bereich auch Geschäftspersonen eine besondere Förderung zugute kommen sollte, und ich möchte noch unterstreichen, dass wir als Parlament doch auch die Kommission auffordern sollten, diesen Prozess der Fortschritte in diesem Bereich durch ein Benchmarking und einen Score - Board - Prozess zu begleiten.;F;yes;Ich möchte noch anmerken und betonen , dass in diesem Bereich auch <G>Frauen</G> als <G>Unternehmerinnen</G> eine besondere Förderung zugute kommen sollte , und ich möchte noch unterstreichen , dass wir als Parlament doch auch die Kommission auffordern sollten , diesen Prozess der Fortschritte in diesem Bereich durch ein Benchmarking und einen Score - Board - Prozess zu begleiten .;Frauen & Unternehmerinnen
225;ep-en-de-2718;Set-G;I would like to thank the two rapporteurs, Mrs Cashman and Mrs Mann, for the excellent work they have done.;Ich möchte den beiden Berichterstatterinnen, Frau Cashman und Frau Mann, für ihre ausgezeichnete Arbeit danken.;Ich möchte den beiden berichterstattenden Personen, Cashman und Mann, für ihre ausgezeichnete Arbeit danken.;F;no;Ich möchte den beiden <G>Berichterstatterinnen</G> , <G>Frau</G> Cashman und <G>Frau</G> Mann , für ihre ausgezeichnete Arbeit danken .;Berichterstatterinnen & Frau & Frau
226;ep-en-de-2864;Set-G;I would like to address our colleague and thank her very warmly for the excellent report, which addresses a number of extremely complex issues.;Ich möchte mich an meine Kollegin wenden und ihr möchte ich herzlich für ihren ausgezeichneten Bericht danken, in dem viele sehr komplizierte Fragen behandelt wurden.;Ich möchte mich an das Kollegiumsmitglied wenden und ihm möchte ich herzlich für seinen ausgezeichneten Bericht danken, in dem viele sehr komplizierte Fragen behandelt wurden.;F;yes;Ich möchte mich an<G>meine</G> <G>Kollegin</G> wenden und <G>ihr</G> möchte ich herzlich für <G>ihren</G> ausgezeichneten Bericht danken , in dem viele sehr komplizierte Fragen behandelt wurden .;meine & Kollegin & ihr & ihren
227;ep-en-de-2896;Set-G;May I thank the rapporteur again for her excellent report, which provides a great deal of useful guidance on how to develop our policy in this extremely important area.;Ich möchte der Berichterstatterin nochmals für ihren ausgezeichneten Bericht danken, mit dem sie einen wichtigen Beitrag zur Entwicklung unserer Politik in diesem überaus wichtigen Bereich leistet.;Ich möchte der berichterstattenden Person nochmals für ihren ausgezeichneten Bericht danken, mit dem sie einen wichtigen Beitrag zur Entwicklung unserer Politik in diesem überaus wichtigen Bereich leistet.;F;no;Ich möchte <G>der</G> <G>Berichterstatterin</G> nochmals für <G>ihren</G> ausgezeichneten Bericht danken , mit dem <G>sie</G> einen wichtigen Beitrag zur Entwicklung unserer Politik in diesem überaus wichtigen Bereich leistet .;der & Berichterstatterin & ihren & sie
228;ep-en-de-28;Set-G;I would also like to stress that there has been unacceptable provocation by a leader of the Israeli extreme right known for her extremist activities in the past.;Des Weiteren möchte ich die völlig inakzeptable Provokation durch eine Führerin der extremen Rechten in Israel hervorheben, die bereits für sein extremistisches Auftreten in der Vergangenheit bekannt ist.;Des Weiteren möchte ich die völlig inakzeptable Provokation durch eine Führungspersönlichkeit der extremen Rechten in Israel hervorheben, die bereits für ihr extremistisches Auftreten in der Vergangenheit bekannt ist.;F;no;Des Weiteren möchte ich die völlig inakzeptable Provokation durch <G>eine</G> <G>Führerin</G> der extremen Rechten in Israel hervorheben, <G>die</G> bereits für sein extremistisches Auftreten in der Vergangenheit bekannt ist .;eine & Führerin & die
229;ep-en-de-2938;Set-G;Madam President, I would like to thank the Commissioner for her introduction but I am still left with a few questions to ask her.;Frau Präsidentin! Ich möchte der Frau Kommissarin für den ersten Teil ihrer Ausführungen danken, aber ich habe dazu noch einige Fragen an sie.;Geehrtes Präsidium: Ich möchte dem Kommissionsmitglied für den ersten Teil seiner Ausführungen danken, aber ich habe dazu noch einige Fragen.;F;no;Frau Präsidentin ! Ich möchte <G>der</G> <G>Frau</G> <G>Kommissarin</G> für den ersten Teil <G>ihrer</G> Ausführungen danken , aber ich habe dazu noch einige Fragen an sie.;der & Frau & Kommissarin & ihrer
230;ep-en-de-3047;Set-G;They may also fall under the competence of my colleague, Mrs Barnier, who spoke to this Assembly a little while ago.;Für diese dürfte meine Kollegin, Frau Barnier, ebenfalls zuständig sein, die vorhin vor diesem Plenum gesprochen hat.;Für diese dürfte Barnier ebenfalls zuständig sein, die Person, die vorhin vor diesem Plenum gesprochen hat.;F;no;Für diese dürfte <G>meine</G> <G>Kollegin</G> , <G>Frau</G> Barnier , ebenfalls zuständig sein , <G>die</G> vorhin vor diesem Plenum gesprochen hat .;meine & Kollegin & Frau & die
231;ep-en-de-3099;Set-G;Since the Commissioner doubts whether sufficient progress has been made in respect of information and preparation, I would also like to ask whether she has any statistics on what percentage of the changeover has been completed in SME in the different countries, and I would especially like to ask if she has any details on Greece.;Da die Frau Kommissarin offensichtlich selbst bezweifelt, ob es hinsichtlich der Unterrichtung und der Vorbereitung genügend Fortschritte gegeben hat, möchte ich sie außerdem fragen, ob ihr statistische Angaben über den Anteil der Mittel zur Deckung der Anpassungskosten für die kleinen und mittleren Unternehmen in den einzelnen Ländern vorliegen und ob sie insbesondere über Angaben zu Griechenland verfügt.;Da das Kommissionsmitglied offensichtlich selbst bezweifelt, ob es hinsichtlich der Unterrichtung und der Vorbereitung genügend Fortschritte gegeben hat, möchte ich es außerdem fragen, ob ihm statistische Angaben über den Anteil der Mittel zur Deckung der Anpassungskosten für die kleinen und mittleren Unternehmen in den einzelnen Ländern vorliegen und ob es insbesondere über Angaben zu Griechenland verfügt.;F;no;Da <G>die</G> <G>Frau</G> <G>Kommissarin</G> offensichtlich selbst bezweifelt , ob es hinsichtlich der Unterrichtung und der Vorbereitung genügend Fortschritte gegeben hat , möchte ich <G>sie</G> außerdem fragen , ob <G>ihr</G> statistische Angaben über den Anteil der Mittel zur Deckung der Anpassungskosten für die kleinen und mittleren Unternehmen in den einzelnen Ländern vorliegen und ob <G>sie</G> insbesondere über Angaben zu Griechenland verfügt .;die & Frau & Kommissarin & sie & ihr & sie
232;ep-en-de-3102;Set-G;I am sure that Mrs Solbes, the Commissioner responsible for this matter, will come to the details and I will transmit your message next Wednesday.;Ich bin mir sicher, dass Frau Solbes, die für diese Sache verantwortliche Kommissarin, sich zu den Einzelheiten äußern wird, und ich werde Ihre Nachricht am kommenden Mittwoch weiterleiten.;Ich bin mir sicher, dass das für diese Sache verantwortliche Kommissionsmitglied Solbes sich zu den Einzelheiten äußern wird, und ich werde Ihre Nachricht am kommenden Mittwoch weiterleiten.;F;no;Ich bin mir sicher , dass <G>Frau</G> Solbes , <G>die</G> für diese Sache verantwortliche <G>Kommissarin</G> , sich zu den Einzelheiten äußern wird , und ich werde Ihre Nachricht am kommenden Mittwoch weiterleiten .;Frau & die & Kommissarin
233;ep-en-de-3117;Set-G;Madam President, I should like to thank the Commissioner for her answer, and I have a supplementary question.;Frau Präsidentin! Ich danke der Frau Kommissarin für diese Antwort und möchte noch eine Zusatzfrage stellen.;Geehrtes Präsidium! Ich danke dem Kommissariat für diese Antwort und möchte noch eine Zusatzfrage stellen.;F;no;<G>Frau</G> <G>Präsidentin</G> ! Ich danke <G>der</G> <G>Frau</G> <G>Kommissarin</G> für diese Antwort und möchte noch eine Zusatzfrage stellen .;Frau & Präsidentin & der & Frau & Kommissarin
234;ep-en-de-3168;Set-G;This is a matter which, strictly speaking, falls largely within the competence of my colleague, Mrs Liikanen.;Diese Angelegenheit fällt genaugenommen in das Ressort meiner Kollegin Liikanen.;Diese Angelegenheit fällt genaugenommen in das Ressort von Liikanen.;F;no;Diese Angelegenheit fällt genaugenommen in das Ressort <G>meiner</G> <G>Kollegin</G> Liikanen .;meiner & Kollegin
235;ep-en-de-3288;Set-G;Our spokesperson, Mrs Titley, is proposing a bold resolution to Parliament.;Unsere Sprecherin Frau Titley legt dem Parlament eine mutige Lösung nahe.;Titley legt dem Parlament eine mutige Lösung nahe.;F;no;<G>Unsere</G> <G>Sprecherin</G> <G>Frau</G> Titley legt dem Parlament eine mutige Lösung nahe .;Unsere & Sprecherin & Frau
236;ep-en-de-3363;Set-G;Result: the new director may come from the outside, but she immediately finds herself ensnared in a system that is already firmly established.;Resultat: Die neue Frau an der Spitze kommt zwar von außen, aber sie verfängt sich sofort in den Fallstricken eines bereits fest installierten Apparats.;Resultat: Die neue Person an der Spitze kommt zwar von außen, aber sie verfängt sich sofort in den Fallstricken eines bereits fest installierten Apparats.;F;no;Resultat : <G>Die</G> <G>neue</G> <G>Frau</G> an der Spitze kommt zwar von außen , aber <G>sie</G> verfängt sich sofort in den Fallstricken eines bereits fest installierten Apparats .;Die & neue & Frau & sie
237;ep-en-de-3381;Set-G;Madam President, our group also supports the representative and thanks her for her good work.;Frau Präsidentin! Auch unsere Fraktion unterstützt die Vertreterin und bedankt sich bei ihr für die gute Arbeit.;Geehrtes Präsidium! Auch unsere Fraktion unterstützt die stellvertretende Person und bedankt sich bei ihr für die gute Arbeit.;F;no;<G>Frau</G> <G>Präsidentin</G> ! Auch unsere Fraktion unterstützt <G>die</G> <G>Vertreterin</G> und bedankt sich bei <G>ihr</G> für die gute Arbeit .;Frau & Präsidentin & die & Vertreterin & ihr
238;ep-en-de-3494;Set-G;I would also support the representative when she explains the need to make sure that the right to an affordable filtering system is guaranteed.;Außerdem möchte ich mich die Vertreterin anschließen, wenn sie feststellt, dass es unsere Aufgabe ist, zu gewährleisten, dass alle Familien Zugang zu Filtergeräten zu erschwinglichen Preisen haben.;Außerdem möchte ich mich der repräsentierenden Person anschließen, wenn sie feststellt, dass es unsere Aufgabe ist, zu gewährleisten, dass alle Familien Zugang zu Filtergeräten zu erschwinglichen Preisen haben.;F;yes;Außerdem möchte ich mich <G>die</G> <G>Vertreterin</G> anschließen , wenn <G>sie</G> feststellt , dass es unsere Aufgabe ist , zu gewährleisten , dass alle Familien Zugang zu Filtergeräten zu erschwinglichen Preisen haben .;die & Vertreterin & sie
239;ep-en-de-3519;Set-G;This report was referred to by President Chirac in her speech to Parliament some weeks ago.;Präsidentin Chirac erwähnte diesen Bericht in ihrer Rede vor dem Parlament vor einigen Wochen.;Staatsoberhaupt Chirac erwähnte diesen Bericht in seiner Rede vor dem Parlament vor einigen Wochen.;F;yes;<G>Präsidentin</G> Chirac erwähnte diesen Bericht in <G>ihrer</G> Rede vor dem Parlament vor einigen Wochen .;Präsidentin & ihrer
240;ep-en-de-3553;Set-G;The spokesperson paid attention in her report to the opportunities for countries applying for membership to be included in the recommendations on mobility.;Die Sprecherin hat in ihrem Bericht die Chancen der beitrittswilligen Länder, in den Genuss von Leistungen zu kommen, berücksichtigt.;Im Bericht wurden die Chancen der beitrittswilligen Länder, in den Genuss von Leistungen zu kommen, berücksichtigt.;F;no;<G>Die</G> <G>Sprecherin</G> hat in <G>ihrem</G> Bericht die Chancen der beitrittswilligen Länder, in den Genuss von Leistungen zu kommen , berücksichtigt .;Die & Sprecherin & ihrem
241;ep-en-de-3559;Set-G;Madam President, I would like to thank the delegate for the tremendous work which she has done on this report.;Frau Präsidentin, ich möchte der Delegierten für die enorme Arbeit danken, die sie in diesen Bericht gesteckt hat.;Geehrtes Präsidium: Ich möchte dem Parlamentsmitglied für die enorme Arbeit danken, die es in diesen Bericht gesteckt hat.;F;no;<G>Frau</G> <G>Präsidentin</G> , ich möchte <G>der</G> Delegierten für die enorme Arbeit danken, die <G>sie</G> in diesen Bericht gesteckt hat .;Frau & Präsidentin & der & sie
242;ep-en-de-3675;Set-G;I would like to remind our esteemed President of the Commission, Mrs Prodi, of the important speech she made here.;Ich möchte unsere geschätzte Kommissionspräsidentin Prodi an die große Rede, die sie hier gehalten hat, erinnern.;Ich möchte unsere geschätzte Kommission unter Prodi an die große Rede erinnern, die hier gehalten wurde.;F;no;Ich möchte <G>unsere</G> <G>geschätzte</G> <G>Kommissionspräsidentin</G> Prodi an die große Rede , die <G>sie</G> hier gehalten hat , erinnern .;unsere & geschätzte & Kommissionspräsidentin & sie
243;ep-en-de-3856;Set-G;I would like to start by congratulating the draftsman of the opinion of the Committee on Employment and Social Affairs, Mrs Mantovani, on the substantial amendments she tabled to the Commission communication.;Als Erstes möchte ich die Verfasserin der Stellungnahme des mitberatenden Ausschusses für Beschäftigung und soziale Angelegenheiten, Frau Mantovani, zu den wichtigen Änderungsanträgen zur Mitteilung der Kommission, beglückwünschen.;Als Erstes möchte ich die die Stellungnahme des mitberatenden Ausschusses für Beschäftigung und soziale Angelegenheiten verfassende Person Mantovani zu den wichtigen Änderungsanträgen zur Mitteilung der Kommission beglückwünschen.;F;no;Als Erstes möchte ich <G>die</G> <G>Verfasserin</G> der Stellungnahme des mitberatenden Ausschusses für Beschäftigung und soziale Angelegenheiten , <G>Frau</G> Mantovani, zu den wichtigen Änderungsanträgen zur Mitteilung der Kommission , beglückwünschen .;die & Verfasserin & Frau
244;ep-en-de-4076;Set-G;Madam President, I think we owe a great deal to the promoter of this resolution, Mrs Morillon.;Frau Präsidentin! Meines Erachtens sind wir Generalin Morillon, die den Anstoß zu dieser Entschließung gegeben hat, zu großem Dank verpflichtet.;Geehrtes Präsidium! Meines Erachtens sind wir Militärperson im Generalsrang Morillon, die den Anstoß zu dieser Entschließung gegeben hat, zu großem Dank verpflichtet.;F;no;<G>Frau</G> <G>Präsidentin</G> ! Meines Erachtens sind wir <G>Generalin</G> Morillon , <G>die</G> den Anstoß zu dieser Entschließung gegeben hat , zu großem Dank verpflichtet .;Frau & Präsidentin & Generalin & die
245;ep-en-de-4163;Set-G;The European Union must therefore support the initiatives by President Andrés Pastrana, aimed at achieving a negotiated peace between her government and the so-called National Liberation Army.;Aus diesem Grund muss die Europäische Union die Initiativen von Präsidentin Andrés Pastrana unterstützen, die auf einen zwischen ihrer Regierung und den Guerillagruppen, den Streitkräften und der so genannten Nationalen Befreiungsarmee, ausgehandelten Frieden gerichtet sind.;Aus diesem Grund muss die Europäische Union die Initiativen von Andrés Pastrana unterstützen, die auf einen zwischen der Pastrana-Regierung und den Guerillagruppen, den Streitkräften und der so genannten Nationalen Befreiungsarmee, ausgehandelten Frieden gerichtet sind.;F;no;Aus diesem Grund muss die Europäische Union die Initiativen von <G>Präsidentin</G> Andrés Pastrana unterstützen , die auf einen zwischen <G>ihrer</G> Regierung und den Guerillagruppen , den Streitkräften und der so genannten Nationalen Befreiungsarmee , ausgehandelten Frieden gerichtet sind .;Präsidentin & ihrer
246;ep-en-de-4208;Set-G;The role of Mrs Max van der Stoel, the High Representative for minorities of the OSCE, has proved crucial in this issue.;Dieses Mal bin ich stolz darauf, auf die Rolle der Hohen Kommissarin für nationale Minderheiten der OSZE, Max van der Stoel, die in dieser Frage eine sehr wichtige Rolle gespielt hat.;Die Rolle, die Max van der Stoel vom Hohen Kommissariat für nationale Minderheiten der OSZE in dieser Frage gespielt hat, war sehr wichtig.;F;no;Dieses Mal bin ich stolz darauf , auf die Rolle <G>der</G> Hohen <G>Kommissarin</G> für nationale Minderheiten der OSZE , Max van der Stoel , <G>die</G> in dieser Frage eine sehr wichtige Rolle gespielt hat .;der & Kommissarin & die
247;ep-en-de-4221;Set-G;"Madam President, General De Gaulle spoke of the ""paix des braves"" in the era of Franco-German reconciliation, by which she meant that both sides had been able to achieve a lasting settlement.";"Frau Präsidentin! Generalin De Gaulle hat bei der deutsch - französischen Aussöhnung vom ""paix des braves"" vom Frieden der Tapferen gesprochen und meinte damit, dass beide Seiten einen dauerhaften Ausgleich finden.";"Geehrtes Präsidium! Das Militärmitglied im Generalsrang De Gaulle hat bei der deutsch - französischen Aussöhnung vom ""paix des braves"" vom Frieden der Tapferen gesprochen und meinte damit, dass beide Seiten einen dauerhaften Ausgleich finden.";F;no;"<G>Frau</G> <G>Präsidentin</G> ! <G>Generalin</G> De Gaulle hat bei der deutsch - französischen Aussöhnung vom "" paix des braves "" vom Frieden der Tapferen gesprochen und meinte damit , dass beide Seiten einen dauerhaften Ausgleich finden .";Frau & Präsidentin & Generalin
248;ep-en-de-4346;Set-G;The only effective way of doing that is through intergovernmental talks and Mrs Solana, who has just left, is right to concentrate her efforts in that direction.;Dies muss auf der allein Erfolg versprechenden und geeigneten Ebene, der Regierungszusammenarbeit, geschehen, in deren Rahmen ja auch der Beitrag der Hohen Vertreterin zu sehen ist, die soeben unseren Saal verlassen hat.;Dies muss auf der allein Erfolg versprechenden und geeigneten Ebene, der Regierungszusammenarbeit, geschehen, in deren Rahmen ja auch der Beitrag des Regierungsmitglieds Solana zu sehen ist, das soeben unseren Saal verlassen hat.;F;no;Dies muss auf der allein Erfolg versprechenden und geeigneten Ebene , der Regierungszusammenarbeit , geschehen , in deren Rahmen ja auch der Beitrag <G>der</G> Hohen <G>Vertreterin</G> zu sehen ist , <G>die</G> soeben unseren Saal verlassen hat .;der & Vertreterin & die
249;ep-en-de-435;Set-G;Madam President, I would like to thank the Commissioner for her input in this debate and for her sound plans.;Frau Präsidentin! Ich möchte der Kommissarin für ihren Beitrag zu dieser Aussprache und für ihre guten Absichten danken.;Ich hoffe, das Präsidium erlaubt mir, dem Kommissionsmitglied für seinen Beitrag zu dieser Aussprache und für seine guten Absichten danken.;F;no;<G>Frau</G> <G>Präsidentin</G> ! Ich möchte <G>der</G> <G>Kommissarin</G> für <G>ihren</G> Beitrag zu dieser Aussprache und für <G>ihre</G> guten Absichten danken .;Frau & Präsidentin & der & Kommissarin & ihren & ihre
250;ep-en-de-4371;Set-G;In this respect, I thank my fellow Member Mrs Lagendijk for the clear statement.;Insofern bin ich der Kollegin Lagendijk für ihre sehr klaren Ausführungen dankbar.;Insofern bin ich dem Kollegiumsmitglied Lagendijk für die sehr klaren Ausführungen dankbar.;F;no;Insofern bin ich <G>der</G> <G>Kollegin</G> Lagendijk für <G>ihre</G> sehr klaren Ausführungen dankbar .;der & Kollegin & ihre
251;ep-en-de-4379;Set-G;There is also the fact that the chairman of the state broadcasting corporation has resigned, this being a signal, I believe, that she refuses to act as the extension and mouthpiece of the regime any longer.;Da ist auch die Tatsache, dass die Intendantin des staatlichen Rundfunks zurückgetreten ist, womit sie meiner Ansicht nach zu erkennen gibt, dass sie nicht länger als verlängerter Arm und Sprachrohr des Regimes fungieren will.;Da ist auch die Tatsache, dass die Leitung des staatlichen Rundfunks zurückgetreten ist, womit sie meiner Ansicht nach zu erkennen gibt, dass sie nicht länger als verlängerter Arm und Sprachrohr des Regimes fungieren will.;F;no;Da ist auch die Tatsache , dass <G>die</G> <G>Intendantin</G> des staatlichen Rundfunks zurückgetreten ist , womit <G>sie</G> meiner Ansicht nach zu erkennen gibt , dass <G>sie</G> nicht länger als verlängerter Arm und Sprachrohr des Regimes fungieren will .;die & Intendantin & sie & sie
252;ep-en-de-4384;Set-G;We have confidence in our President and in the declaration which we have agreed she should make.;Wir vertrauen auf unsere Präsidentin und auf die Erklärung, die sie mit unserer Zustimmung abgeben wird.;Wir vertrauen auf unser Präsidium und auf die Erklärung, die mit unserer Zustimmung abgeben wird.;F;no;Wir vertrauen auf <G>unsere</G> <G>Präsidentin</G> und auf die Erklärung , die <G>sie</G> mit unserer Zustimmung abgeben wird .;unsere & Präsidentin & sie
253;ep-en-de-439;Set-G;Ten years ago, a military coup pushed the elected President, Mrs Aung San Suu Kyi, out of office, dissolved parliament, and subsequently applied policies of extreme terror.;Eine Militärregierung hat vor 10 Jahren die gewählte Präsidentin, Frau Aung San Suu Kyi, kaltgestellt, das Parlament aufgelöst, und dann einen wütenden Terror entfesselt.;Eine Militärregierung hat vor 10 Jahren das gewählte Staatsoberhaupt Aung San Suu Kyi kaltgestellt, das Parlament aufgelöst, und dann einen wütenden Terror entfesselt.;F;yes;Eine Militärregierung hat vor 10 Jahren <G>die</G> <G>gewählte</G> <G>Präsidentin</G> , <G>Frau</G> Aung San Suu Kyi , kaltgestellt , das Parlament aufgelöst , und dann einen wütenden Terror entfesselt .;die & gewählte & Präsidentin & Frau
254;ep-en-de-4400;Set-G;If I had not been given information by Mrs Langenhagen, who is an expert in shipbuilding and shipping safety, I would not now know what I was supposed to be voting on.;Wenn nicht die Kollegin Langenhagen, die eine Expertin in erstklassiger Schiffbau - und Schifffahrtssicherheit ist, mir Informationen gegeben hätte, wüsste ich jetzt nicht, worüber ich abstimmen sollte.;Wenn nicht die Person Langenhagen, die eine Autorität in erstklassiger Schiffbau - und Schifffahrtssicherheit ist, mir Informationen gegeben hätte, wüsste ich jetzt nicht, worüber ich abstimmen sollte.;F;yes;Wenn nicht <G>die</G> <G>Kollegin</G> Langenhagen , <G>die</G> <G>eine</G> <G>Expertin</G> in erstklassiger Schiffbau - und Schifffahrtssicherheit ist , mir Informationen gegeben hätte , wüsste ich jetzt nicht , worüber ich abstimmen sollte .;die & Kollegin & die & eine & Expertin
255;ep-en-de-4493;Set-G;I would like to inform you that the teacher in question invented the whole story and has confessed that she was not the victim of an attack at all but that her wounds were self-inflicted.;Ich möchte Sie davon in Kenntnis setzen, dass diese Lehrerin das Ganze erfunden hatte und inzwischen zugegeben hat, dass sie überhaupt nicht angegriffen wurde, sondern sich die Verletzungen selbst zugefügt hatte.;Ich möchte Sie davon in Kenntnis setzen, dass diese Lehrkraft das Ganze erfunden hatte und inzwischen zugegeben hat, dass er überhaupt nicht angegriffen wurde, sondern sich die Verletzungen selbst zugefügt hatte.;F;no;Ich möchte Sie davon in Kenntnis setzen , dass <G>diese</G> <G>Lehrerin</G> das Ganze erfunden hatte und inzwischen zugegeben hat , dass <G>sie</G> überhaupt nicht angegriffen wurde , sondern sich die Verletzungen selbst zugefügt hatte .;diese & Lehrerin & sie
256;ep-en-de-4542;Set-G;We shall now hear from the representative, Mrs Klass, who, I believe, is opposed to postponing the report.;Wir lassen nun die Vertreterin, Frau Klaß, zu Wort kommen, die meines Wissens gegen eine Vertagung ist.;Wir lassen nun die vertretende Person Klaß zu Wort kommen, die meines Wissens gegen eine Vertagung ist.;F;yes;Wir lassen nun <G>die</G> <G>Vertreterin</G> , <G>Frau</G> Klaß , zu Wort kommen , <G>die</G> meines Wissens gegen eine Vertagung ist .;die & Vertreterin & Frau & die
257;ep-en-de-4552;Set-G;When all is said and done, Mrs Pacheco Pereira was performing a political activity and cannot therefore be considered responsible for any crime.;Schließlich hat Frau Pacheco Pereira eine politische Tätigkeit ausgeübt, weshalb sie auch nicht für ein Vergehen verantwortlich gemacht werden kann.;Schließlich hat Pacheco Pereira eine politische Tätigkeit ausgeübt, weshalb Pereira auch nicht für ein Vergehen verantwortlich gemacht werden kann.;F;no;Schließlich hat <G>Frau</G> Pacheco Pereira eine politische Tätigkeit ausgeübt , weshalb <G>sie</G> auch nicht für ein Vergehen verantwortlich gemacht werden kann .;Frau & sie
258;ep-en-de-4582;Set-G;Mrs Péry was Vice-President for some years, sat in this very chair, and we were always in a very safe pair of hands during difficult votes.;Frau Pery war lange Jahre Vizepräsidentin, saß auch in diesem Stuhl, und wir waren bei schwierigen Abstimmungen immer in einer völlig sicheren Hand.;Diese Person Pery hielt lange Jahre die Vizepräsidentschaft, saß auch in diesem Stuhl, und wir waren bei schwierigen Abstimmungen immer in einer völlig sicheren Hand.;F;yes;<G>Frau</G> Pery war lange Jahre <G>Vizepräsidentin</G> , saß auch in diesem Stuhl , und wir waren bei schwierigen Abstimmungen immer in einer völlig sicheren Hand .;Frau & Vizepräsidentin
