english,german,label
He doesn't realise that he's tone deaf.,"Er merkt nicht, dass er kein musikalisches Gehör hat.",0
They looked very happy.,Sie sahen sehr glücklich aus.,0
I'm not alone.,Ich bin nicht allein.,0
Hunting is forbidden now.,Es ist jetzt verboten zu jagen.,0
The wind is shifting.,Der Wind dreht sich.,0
We don't know how to use it.,"Wir wissen nicht, wie man sie benutzt.",0
Do you have any quarters?,Habt ihr Vierteldollarmünzen?,0
All is well that ends well.,"Ende gut, alles gut.",0
You'll have to pay double.,Du musst doppelt bezahlen.,0
I prefer translation to teaching.,Ich ziehe die Übersetzung der Lehre vor.,0
"If you want to sell your old sofa, why not put an advertisement in the local paper?","Warum gibst du nicht eine Annonce in der örtlichen Zeitung auf, wenn du dein altes Sofa verkaufen willst?",0
Do you think we'll have good weather tomorrow?,"Glaubst du, dass wir morgen schönes Wetter bekommen werden?",0
Do you think that you can put your idea into practice?,"Glauben Sie, Sie können Ihre Idee in die Praxis umsetzen?",0
I'm sorry I wasn't able to see you when you came by today.,"Tut mir leid, dass ich dich nicht treffen konnte, als du vorbeigekommen bist.",0
He's not always at home on Sundays.,Er ist sonntags nicht immer zuhause.,0
Would you like to walk to the station with me?,Möchten Sie mit mir zum Bahnhof gehen?,0
Who found them?,Wer hat sie gefunden?,0
She burst into tears.,Sie brach in Tränen aus.,0
Keep still.,Halt still!,0
It's about two miles.,Es ist etwa zwei Meilen.,0
It wasn't easy.,Es war nicht leicht.,0
We weren't lucky.,Wir hatten kein Glück.,0
Can you untie this knot?,Kriegst du diesen Knoten auf?,0
No one will hurt you.,Niemand wird Ihnen etwas antun.,0
I got up at seven in the morning.,Ich bin heute Morgen um sieben Uhr aufgestanden.,0
Prices may change.,Vielleicht ändern sich die Preise.,0
Try it again.,Versuchen Sie es noch einmal.,0
He fell asleep while reading a book.,"Er schlief ein, während er ein Buch las.",0
I don't care for sports.,Ich mag Sport nicht.,0
I think we should change the topic.,"Ich glaube, wir sollten das Thema wechseln.",0
I have my things.,Ich habe meine Sachen.,0
Are you certain you've made the right decision?,"Bist du sicher, dass du die richtige Entscheidung getroffen hast?",0
That isn't what I said.,Das habe ich gar nicht gesagt.,0
She stood by him.,Sie hat zu ihm gehalten.,0
What'll you do after graduation?,Was willst du nach dem Studium machen?,0
I don't have enough money to buy everything we need.,"Ich habe nicht genug Geld, um alles zu kaufen, was wir brauchen.",0
What's the name of this intersection?,Wie heißt diese Kreuzung?,0
She is a member of this organization.,Sie ist eine Angehörige dieser Institution.,0
I want to go to a hotel.,Ich möchte zu einem Hotel gehen.,0
Hold the candle.,Haltet die Kerze.,0
Are you really interested in that?,Interessierst du dich wirklich dafür?,0
"You aren't going to do that, are you?","Du wirst das nicht tun, oder?",0
He doesn't earn enough money to live on.,Er verdient nicht genug Geld zum Leben.,0
I didn't see a doctor last year.,Ich war voriges Jahr nicht beim Arzt.,0
We miss you a lot.,Wir vermissen dich sehr.,0
I didn't eat anything.,Ich habe nichts gegessen.,0
Try not to forget anything.,"Sieh zu, dass du nichts vergisst!",0
I don't live in Boston now.,Ich wohne zurzeit nicht in Boston.,0
You seem to like fruit.,Anscheinend mögen Sie Obst.,0
You know the drill.,"Sie wissen ja, wie es läuft.",0
Your mother will be back before long.,Deine Mutter wird bald zurück sein.,0
It's only me.,Ich bin's nur!,0
You must listen to it.,Du musst es dir anhören.,0
I hope you have a good time!,"Ich hoffe, du amüsierst dich gut!",0
I don't follow you.,Ich kann Ihnen nicht folgen.,0
One of the most beautiful animals is a cat.,Eins der schönsten Tiere ist die Katze.,0
That dress fit her perfectly.,Das Kleid passte ihr perfekt.,0
I like to dye my hair.,Ich färbe mir gerne das Haar.,0
"Possibly, it's true.",Möglicherweise ist es wahr.,0
Certainly they will go on holiday next month.,Sie werden sicher nächsten Monat in den Urlaub fahren.,0
I tried on the shoes.,Ich habe die Schuhe anprobiert.,0
There's a vase on the table.,Auf dem Tisch steht eine Vase.,0
What do you have for me today?,Was habt ihr heute für mich?,0
Stay down.,Bleib unten!,0
She regretted that she had not followed his advice.,"Sie bereute, dass sie seine Empfehlung nicht befolgt hatte.",0
Mary didn't have a husband.,Maria hatte keinen Ehemann.,0
This book is too large to go in my pocket.,"Dieses Buch ist zu groß, um in meine Tasche zu passen.",0
There's been a death in his family.,In seiner Familie gab es einen Todesfall.,0
Are you going to send this by parcel post?,Wollen Sie das mit Paketpost verschicken?,0
My house is too small.,Mein Haus ist zu klein.,0
Everything's free.,Es ist alles kostenlos.,0
You have to stop.,Du musst aufhören.,0
How much do you think the average person spends eating out in a year?,"Wie viel, glaubst du, gibt ein durchschnittlicher Mensch pro Jahr für Essengehen aus?",0
He ruined my life.,Er hat mein Leben zerstört.,0
I'm at my parents' place.,Ich bin bei meinen Eltern.,0
We moved to Boston last summer from Chicago.,Wir sind letzten Sommer von Chicago nach Boston gezogen.,0
Try it again.,Probier es noch mal.,0
My hour has not yet come.,Meine Stunde ist noch nicht gekommen.,0
Please read this book.,Lies bitte dieses Buch!,0
Make sure that nobody enters.,"Sorge dafür, dass niemand hereinkommt.",0
His father eats there twice a week.,Sein Vater isst dort zweimal wöchentlich.,0
We'll look ridiculous.,Wir werden unmöglich aussehen.,0
I'm fascinated.,Ich bin fasziniert.,0
These coins are of little value.,Diese Münzen haben einen geringen Wert.,0
That's what I wanted to talk to you about.,Darüber wollte ich mit euch sprechen.,0
He had fifty dollars.,Er hatte 50 Dollar.,0
I don't think your mother will like it.,"Ich glaube nicht, dass das deiner Mutter gefallen wird.",0
I don't have to study French.,Ich brauche nicht Französisch zu studieren.,0
I can't make it any clearer than that.,Deutlicher kann ich mich nicht ausdrücken.,0
How many eggs could you get yesterday?,Wie viele Eier konntet ihr gestern bekommen?,0
You don't have to help.,Ihr braucht nicht zu helfen.,0
I like playing tennis.,Ich spiele gerne Tennis.,0
It's all right.,Das ist in Ordnung.,0
I can't talk about that right now.,Ich kann jetzt nicht darüber reden.,0
"Unfortunately, the hotel that you suggested was completely booked up.","Leider war das Hotel, das du vorgeschlagen hast, völlig ausgebucht.",0
You're braver than me.,Sie sind tapferer als ich.,0
I suppose I shouldn't have done that.,Das hätte ich wohl nicht tun sollen.,0
Don't come here anymore.,Komm nicht mehr hierher!,0
Automobiles replaced carriages.,Automobile haben Fuhrwerke ersetzt.,0
The room was illuminated with red lights.,Das Zimmer wurde mit roten Lampen ausgeleuchtet.,0
She was very bored during the lecture.,Sie war während der Vorlesung sehr gelangweilt.,0
Are you blowing me off?,Willst du mich verjagen?,0
You're so sweet.,Du bist einfach reizend.,0
I already told you that a hundred times.,Das habe ich dir schon hundertmal gesagt.,0
How much time do you estimate it'll take you to do that?,Wie lange wirst du geschätzt dafür brauchen?,0
It's about time for you to leave.,"Es wird Zeit, dass du gehst.",0
It's going to collapse.,Es wird gleich zusammenbrechen.,0
That probably wouldn't be appropriate.,Das wäre wahrscheinlich nicht angemessen.,0
He plays baseball every day.,Er spielt jeden Tag Baseball.,0
I'm thinking of the plan.,Ich denke über diesen Plan nach.,0
She was surprised that it was that late.,"Sie war überrascht, dass es schon so spät war.",0
Are there any good restaurants around here?,Gibt es hier in der Umgebung irgendwelche guten Restaurants?,0
The sun rose over the mountain.,Die Sonne erhob sich über den Berg.,0
"We can see who's laughing, but not who's crying.","Wir sehen wer lacht, aber nicht wer weint.",0
They went to an expensive restaurant for lunch.,Sie gingen zum Mittagessen in ein teures Gasthaus.,0
Are you surprised to see me here?,"Überrascht es dich, mich hier zu sehen?",0
These are my brothers.,Das sind meine Brüder.,0
Can you please leave me alone?,Kannst du mich bitte allein lassen?,0
Do you have any foreign books?,Haben Sie ausländische Bücher?,0
What can you give me?,Was können Sie mir geben?,0
We're not stupid.,Wir sind nicht blöd.,0
This book isn't as heavy as that one.,Dieses Buch ist nicht so schwer wie jenes.,0
That's my affair.,Das ist meine Sache.,0
What are your favorite movies?,Welches sind deine Lieblingsfilme?,0
"While he was sick, he lost a lot of weight.","Während er krank war, hat er stark abgenommen.",0
I don't like the dress that you're wearing.,"Mir gefällt das Kleid, das du anhast, nicht.",0
