english,german,label
Can you pick me up at the station?,Kannst du mich vom Bahnhof abholen?,0
My father was about to leave when the telephone rang.,"Mein Vater war im Begriff zu gehen, als das Telefon klingelte.",0
They named the dog Shiro.,Sie tauften den Hund Shiro.,0
The roses are in full bloom.,Die Rosen stehen in voller Blüte.,0
We must learn to work together.,Wir müssen lernen zusammenzuarbeiten.,0
This came for you.,Das ist für dich gekommen.,0
It was a silly question.,Es war eine dumme Frage.,0
Did you really expect him to tell you the truth?,"Hast du wirklich erwartet, dass er dir die Wahrheit sagt?",0
I only live here because it's close to work.,"Ich wohne hier nur, weil mein Arbeitsplatz in der Nähe ist.",0
I owe him $100.,Ich schulde ihm 100 $.,0
Did you invite him?,Hast du ihn eingeladen?,0
Don't expect everyone to like you.,"Erwarte nicht, dass dich jeder mag.",0
Who's watching?,Wer sieht zu?,0
I contributed.,Ich habe dazu beigetragen.,0
"Yesterday, they went to the movies.",Sie sind gestern ins Kino gegangen.,0
Are you saying that I'm a liar?,"Wollen Sie sagen, dass ich eine Lügnerin bin?",0
Did you propose to Mary?,Haben Sie Maria einen Antrag gemacht?,0
I don't like you.,Ich mag dich nicht.,0
You must prepare for the worst.,Mach dich auf das Schlimmste gefasst.,0
I waited for her for one hour.,Ich habe eine Stunde auf sie gewartet.,0
He doesn't realise that he's tone deaf.,"Er merkt nicht, dass er kein musikalisches Gehör hat.",0
They looked very happy.,Sie sahen sehr glücklich aus.,0
I'm not alone.,Ich bin nicht allein.,0
Hunting is forbidden now.,Es ist jetzt verboten zu jagen.,0
The wind is shifting.,Der Wind dreht sich.,0
We don't know how to use it.,"Wir wissen nicht, wie man sie benutzt.",0
Do you have any quarters?,Habt ihr Vierteldollarmünzen?,0
All is well that ends well.,"Ende gut, alles gut.",0
You'll have to pay double.,Du musst doppelt bezahlen.,0
I prefer translation to teaching.,Ich ziehe die Übersetzung der Lehre vor.,0
"If you want to sell your old sofa, why not put an advertisement in the local paper?","Warum gibst du nicht eine Annonce in der örtlichen Zeitung auf, wenn du dein altes Sofa verkaufen willst?",0
Do you think we'll have good weather tomorrow?,"Glaubst du, dass wir morgen schönes Wetter bekommen werden?",0
Do you think that you can put your idea into practice?,"Glauben Sie, Sie können Ihre Idee in die Praxis umsetzen?",0
I'm sorry I wasn't able to see you when you came by today.,"Tut mir leid, dass ich dich nicht treffen konnte, als du vorbeigekommen bist.",0
He's not always at home on Sundays.,Er ist sonntags nicht immer zuhause.,0
Would you like to walk to the station with me?,Möchten Sie mit mir zum Bahnhof gehen?,0
Who found them?,Wer hat sie gefunden?,0
She burst into tears.,Sie brach in Tränen aus.,0
Keep still.,Halt still!,0
It's about two miles.,Es ist etwa zwei Meilen.,0
It wasn't easy.,Es war nicht leicht.,0
We weren't lucky.,Wir hatten kein Glück.,0
Can you untie this knot?,Kriegst du diesen Knoten auf?,0
No one will hurt you.,Niemand wird Ihnen etwas antun.,0
I got up at seven in the morning.,Ich bin heute Morgen um sieben Uhr aufgestanden.,0
Prices may change.,Vielleicht ändern sich die Preise.,0
Try it again.,Versuchen Sie es noch einmal.,0
He fell asleep while reading a book.,"Er schlief ein, während er ein Buch las.",0
I don't care for sports.,Ich mag Sport nicht.,0
I think we should change the topic.,"Ich glaube, wir sollten das Thema wechseln.",0
I have my things.,Ich habe meine Sachen.,0
Are you certain you've made the right decision?,"Bist du sicher, dass du die richtige Entscheidung getroffen hast?",0
That isn't what I said.,Das habe ich gar nicht gesagt.,0
She stood by him.,Sie hat zu ihm gehalten.,0
What'll you do after graduation?,Was willst du nach dem Studium machen?,0
I don't have enough money to buy everything we need.,"Ich habe nicht genug Geld, um alles zu kaufen, was wir brauchen.",0
What's the name of this intersection?,Wie heißt diese Kreuzung?,0
She is a member of this organization.,Sie ist eine Angehörige dieser Institution.,0
Who's your French teacher now?,Wer ist jetzt deine Französischlehrerin?,0
I want to go to a hotel.,Ich möchte zu einem Hotel gehen.,0
Hold the candle.,Haltet die Kerze.,0
Are you really interested in that?,Interessierst du dich wirklich dafür?,0
"You aren't going to do that, are you?","Du wirst das nicht tun, oder?",0
He doesn't earn enough money to live on.,Er verdient nicht genug Geld zum Leben.,0
I didn't see a doctor last year.,Ich war voriges Jahr nicht beim Arzt.,0
We miss you a lot.,Wir vermissen dich sehr.,0
I didn't eat anything.,Ich habe nichts gegessen.,0
Try not to forget anything.,"Sieh zu, dass du nichts vergisst!",0
I don't live in Boston now.,Ich wohne zurzeit nicht in Boston.,0
You seem to like fruit.,Anscheinend mögen Sie Obst.,0
You know the drill.,"Sie wissen ja, wie es läuft.",0
Your mother will be back before long.,Deine Mutter wird bald zurück sein.,0
It's only me.,Ich bin's nur!,0
You must listen to it.,Du musst es dir anhören.,0
I hope you have a good time!,"Ich hoffe, du amüsierst dich gut!",0
I don't follow you.,Ich kann Ihnen nicht folgen.,0
One of the most beautiful animals is a cat.,Eins der schönsten Tiere ist die Katze.,0
That dress fit her perfectly.,Das Kleid passte ihr perfekt.,0
I like to dye my hair.,Ich färbe mir gerne das Haar.,0
"Possibly, it's true.",Möglicherweise ist es wahr.,0
Certainly they will go on holiday next month.,Sie werden sicher nächsten Monat in den Urlaub fahren.,0
I tried on the shoes.,Ich habe die Schuhe anprobiert.,0
There's a vase on the table.,Auf dem Tisch steht eine Vase.,0
What do you have for me today?,Was habt ihr heute für mich?,0
Stay down.,Bleib unten!,0
She regretted that she had not followed his advice.,"Sie bereute, dass sie seine Empfehlung nicht befolgt hatte.",0
Mary didn't have a husband.,Maria hatte keinen Ehemann.,0
This book is too large to go in my pocket.,"Dieses Buch ist zu groß, um in meine Tasche zu passen.",0
There's been a death in his family.,In seiner Familie gab es einen Todesfall.,0
Are you going to send this by parcel post?,Wollen Sie das mit Paketpost verschicken?,0
My house is too small.,Mein Haus ist zu klein.,0
Everything's free.,Es ist alles kostenlos.,0
You have to stop.,Du musst aufhören.,0
How much do you think the average person spends eating out in a year?,"Wie viel, glaubst du, gibt ein durchschnittlicher Mensch pro Jahr für Essengehen aus?",0
He ruined my life.,Er hat mein Leben zerstört.,0
I'm at my parents' place.,Ich bin bei meinen Eltern.,0
We moved to Boston last summer from Chicago.,Wir sind letzten Sommer von Chicago nach Boston gezogen.,0
Try it again.,Probier es noch mal.,0
My hour has not yet come.,Meine Stunde ist noch nicht gekommen.,0
Please read this book.,Lies bitte dieses Buch!,0
Make sure that nobody enters.,"Sorge dafür, dass niemand hereinkommt.",0
His father eats there twice a week.,Sein Vater isst dort zweimal wöchentlich.,0
We'll look ridiculous.,Wir werden unmöglich aussehen.,0
I'm fascinated.,Ich bin fasziniert.,0
These coins are of little value.,Diese Münzen haben einen geringen Wert.,0
That's what I wanted to talk to you about.,Darüber wollte ich mit euch sprechen.,0
He had fifty dollars.,Er hatte 50 Dollar.,0
I don't think your mother will like it.,"Ich glaube nicht, dass das deiner Mutter gefallen wird.",0
I don't have to study French.,Ich brauche nicht Französisch zu studieren.,0
I can't make it any clearer than that.,Deutlicher kann ich mich nicht ausdrücken.,0
How many eggs could you get yesterday?,Wie viele Eier konntet ihr gestern bekommen?,0
You don't have to help.,Ihr braucht nicht zu helfen.,0
I like playing tennis.,Ich spiele gerne Tennis.,0
It's all right.,Das ist in Ordnung.,0
I can't talk about that right now.,Ich kann jetzt nicht darüber reden.,0
"Unfortunately, the hotel that you suggested was completely booked up.","Leider war das Hotel, das du vorgeschlagen hast, völlig ausgebucht.",0
You're braver than me.,Sie sind tapferer als ich.,0
I suppose I shouldn't have done that.,Das hätte ich wohl nicht tun sollen.,0
Don't come here anymore.,Komm nicht mehr hierher!,0
Automobiles replaced carriages.,Automobile haben Fuhrwerke ersetzt.,0
The room was illuminated with red lights.,Das Zimmer wurde mit roten Lampen ausgeleuchtet.,0
She was very bored during the lecture.,Sie war während der Vorlesung sehr gelangweilt.,0
Are you blowing me off?,Willst du mich verjagen?,0
You're so sweet.,Du bist einfach reizend.,0
I already told you that a hundred times.,Das habe ich dir schon hundertmal gesagt.,0
How much time do you estimate it'll take you to do that?,Wie lange wirst du geschätzt dafür brauchen?,0
It's about time for you to leave.,"Es wird Zeit, dass du gehst.",0
It's going to collapse.,Es wird gleich zusammenbrechen.,0
That probably wouldn't be appropriate.,Das wäre wahrscheinlich nicht angemessen.,0
He plays baseball every day.,Er spielt jeden Tag Baseball.,0
I'm thinking of the plan.,Ich denke über diesen Plan nach.,0
She was surprised that it was that late.,"Sie war überrascht, dass es schon so spät war.",0
Are there any good restaurants around here?,Gibt es hier in der Umgebung irgendwelche guten Restaurants?,0
The sun rose over the mountain.,Die Sonne erhob sich über den Berg.,0
"We can see who's laughing, but not who's crying.","Wir sehen wer lacht, aber nicht wer weint.",0
They went to an expensive restaurant for lunch.,Sie gingen zum Mittagessen in ein teures Gasthaus.,0
Are you surprised to see me here?,"Überrascht es dich, mich hier zu sehen?",0
These are my brothers.,Das sind meine Brüder.,0
Can you please leave me alone?,Kannst du mich bitte allein lassen?,0
Do you have any foreign books?,Haben Sie ausländische Bücher?,0
What can you give me?,Was können Sie mir geben?,0
We're not stupid.,Wir sind nicht blöd.,0
This book isn't as heavy as that one.,Dieses Buch ist nicht so schwer wie jenes.,0
That's my affair.,Das ist meine Sache.,0
What are your favorite movies?,Welches sind deine Lieblingsfilme?,0
"While he was sick, he lost a lot of weight.","Während er krank war, hat er stark abgenommen.",0
I don't like the dress that you're wearing.,"Mir gefällt das Kleid, das du anhast, nicht.",0
I made her angry.,Ich habe sie wütend gemacht.,0
Copper conducts electricity well.,Kupfer leitet Elektrizität gut.,0
"When the bus swerved to miss a cat, the driver said, ""That was close.""","Als der Bus herumschwenkte, um einer Katze auszuweichen, sagte der Fahrer: „Das war knapp.“",0
I'll do that later.,Ich mache das später.,0
I misunderstood.,Ich habe es falsch verstanden.,0
They had fun with us.,Sie amüsierten sich mit uns.,0
Do you see that?,Siehst du das?,0
We'll drive.,Wir werden fahren.,0
I lived in Sanda City last year.,Ich habe letztes Jahr in Sanda gewohnt.,0
I can neither confirm nor deny that.,Ich kann das weder bestätigen noch verneinen.,0
Why aren't we doing that?,Warum machen wir das nicht?,0
I don't go hiking as much as I used to.,Ich gehe nicht mehr so oft wandern wie früher.,0
Let's stop for a rest somewhere with a good view.,"Machen wir dort eine Pause, wo man eine gute Aussicht hat.",0
Why were you fired?,Warum wurdest du gefeuert?,0
It's very effective.,Das ist sehr effektiv.,0
She talks quickly.,Sie spricht schnell.,0
"I paid 2,000 yen for this atlas.",Ich habe für diesen Atlas 2000 Yen bezahlt.,0
The attackers were led by John Brown.,Der Angriff wurde von John Brown geführt.,0
These oranges are ten for a dollar.,Diese Orangen kosten zehn Stück einen Dollar.,0
Try to learn a little French.,Versuche ein wenig Französisch zu lernen.,0
Can you come and get me?,Könnt ihr mich abholen?,0
That's pure nonsense.,Das ist purer Unsinn.,0
Do you have anything hot to drink?,Hast du was Heißes zu trinken?,0
We were ordered away without any explanation.,"Wir wurden ohne jede Erklärung aufgefordert, zu gehen.",0
Is this your first time to eat Japanese food?,Isst du zum ersten Mal japanisch?,0
That's very good advice.,Das ist ein sehr guter Rat.,0
This is a very small book.,Dies ist ein sehr kleines Buch.,0
Do you have a shoehorn?,Haben Sie einen Schuhlöffel?,0
He has more money than is needed.,Er hat mehr Geld als notwendig.,0
This door would not open.,Diese Tür ließ sich einfach nicht öffnen.,0
She didn't show up at the party yesterday.,"Gestern, auf der Party war von ihr nichts zu sehen.",0
The man decided to wait at the station until his wife came.,"Der Mann beschloss am Bahnhof zu warten, bis seine Frau käme.",0
He'll probably win in the next election.,Er wird die nächste Wahl wahrscheinlich gewinnen.,0
I know it's difficult to do that.,"Ich weiß, dass das schwerfällt.",0
Please turn off the gas.,Stell bitte das Gas ab!,0
She's in the bath.,Sie ist in der Badewanne.,0
This factory produces 500 automobiles a day.,Diese Fabrik produziert 500 Autos pro Tag.,0
Are you not getting in?,Steigst du nicht ein?,0
You shouldn't have made such a remark even if you had been angry.,"Du hättest solch eine Bemerkung, auch wenn du verärgert warst, nicht fallen lassen sollen.",0
She complained continually that there was no money left.,"Sie beschwerte sich fortwährend, dass kein Geld übrig sei.",0
How do I know you're not just making this up?,"Woher weiß ich, dass ihr euch das nicht einfach nur ausdenkt?",0
What will you do now?,Was werdet ihr jetzt tun?,0
What is your name?,Wie ist dein Name?,0
What shall I do with his luggage?,Was soll ich mit diesem Gepäck machen?,0
Tell me again who will be helping us.,"Sage noch einmal, wer uns hilft!",0
We weren't invited.,Wir wurden nicht eingeladen.,0
I think this one is good.,"Ich denke, dieses ist gut.",0
I deserve it.,Ich habe es verdient.,0
Mary hasn't received the flowers yet.,Maria hat die Blumen noch nicht bekommen.,0
Do you want to go again?,Willst du da wieder hin?,0
There's a storm coming.,Ein Sturm zieht auf.,0
I want people to know the truth.,"Ich will, dass die Leute die Wahrheit erfahren.",0
I decided I had to take the risk.,"Ich kam zu dem Schluss, das Risiko in Kauf zu nehmen.",0
I have to speak with you.,Ich muss mit dir reden.,0
Could you explain it to me?,Könntest du ihn mir erklären?,0
We should eat more vegetables.,Wir sollten mehr Gemüse essen.,0
I caught five fish yesterday.,Ich habe gestern fünf Fische gefangen.,0
Teak is a tropical dark wood used for making furniture.,"Teak ist ein dunkles Tropenholz, welches zur Möbelherstellung verwendet wird.",0
It's just a piece of paper.,Das ist nur ein Stück Papier.,0
Are you speaking to me?,Redet ihr mit mir?,0
Go there yourself.,Gehe selbst dorthin!,0
We are fighting an enemy we don't know.,"Wir kämpfen gegen einen Feind, den wir nicht kennen.",0
Do you have drinks without alcohol?,Haben Sie Getränke ohne Alkohol?,0
We saw laborers blasting rocks.,Wir sahen Arbeiter Felsen sprengen.,0
He makes his living by singing.,Er verdient seinen Lebensunterhalt mit Singen.,0
I resigned.,Ich trat zurück.,0
I'll tell you about my father.,Ich werde dir von meinem Vater erzählen.,0
Your name is familiar to me.,Dein Name kommt mir bekannt vor.,0
I don't even know where she is right now.,"Ich weiß nicht einmal, wo sie jetzt gerade ist.",0
Introverts often find it difficult to make new friends.,"Introvertierten fällt es oft schwer, neue Freunde zu finden.",0
I know your name.,Ich kenne deinen Vornamen.,0
I'm glad to see that you're happy.,"Ich bin froh zu sehen, dass Sie glücklich sind.",0
Nobody forced me to do that.,Es hat mich niemand dazu gezwungen.,0
"Wherever she goes, she is well liked.","Wo immer sie hinkommt, ist sie gern gesehen.",0
The middle one is mine.,Die Mittlere ist meine.,0
He easily gets angry.,Er wird schnell böse.,0
He handed the salesclerk the money.,Er gab dem Verkäufer das Geld.,0
What was the cause of your quarrel?,Was war der Grund deines Streits?,0
At least we had fun.,Wenigstens hat es uns Spaß gemacht.,0
I was in the library.,Ich war in der Bibliothek.,0
Don't interrupt me while I am talking.,"Unterbrich mich nicht, während ich spreche!",0
I have a good appetite.,Ich habe einen guten Appetit.,0
You work too much.,Ihr arbeitet zu viel.,0
You'd better not go there again.,Du solltest besser nicht wieder dorthin gehen.,0
"I ran across her in Mongolia, of all places.",Ich habe sie zufällig getroffen - ausgerechnet in der Mongolei.,0
I need information.,Ich benötige Informationen.,0
He can read.,Er kann lesen.,0
Did you watch the FIFA Women’s World Cup?,Hast du dir die FIFA-Weltmeisterschaft der Frauen angesehen?,0
What method do you use to organize your files?,"Was für eine Methode benutzen Sie, um Ihre Akten zu ordnen?",0
My aunt lived a happy life.,Meine Tante hatte ein glückliches Leben.,0
If you only knew what kind of a situation I am in.,"Wenn du nur wüsstest, in welcher Lage ich mich befinde.",0
The doctor checked the patient's pulse.,Der Arzt überprüfte den Puls des Patienten.,0
Please stop crying.,Bitte höre auf zu weinen.,0
I really wish you hadn't done that.,"Ich wünschte wirklich, du hättest das nicht getan.",0
He is terribly funny.,Er ist furchtbar komisch.,0
I've been in Boston since October.,Ich bin seit Oktober in Boston.,0
His novel was translated into Japanese.,Sein Roman wurde ins Japanische übersetzt.,0
What's it like in Boston?,Wie ist es in Boston?,0
There is nothing like air travel.,Nichts geht über Flugreisen.,0
Can I touch it?,Darf ich es anfassen?,0
We can't keep this a secret forever.,Wir können das hier nicht für immer geheimhalten.,0
What are you going to name your doll?,Wie wirst du deine Puppe nennen?,0
What's the most dangerous thing you've ever done?,"Was war das Gefährlichste, was du je getan hast?",0
It would be best if you went to bed now.,"Das Beste wäre, du würdest jetzt ins Bett gehen.",0
I brush my teeth with a toothbrush.,Ich putze meine Zähne mit einer Zahnbürste.,0
I can help you if you let me.,"Ich kann Ihnen helfen, wenn Sie mich lassen.",0
The old lady climbed the stairs with difficulty.,Die betagte Dame schleppte sich mühsam die Treppe hinauf.,0
Can I have it back now?,Kann ich das jetzt wiederhaben?,0
I have the right to say what I think.,"Ich habe das Recht auszusprechen, was ich denke.",0
It's pretty cold today.,Heute ist es ziemlich kalt.,0
Have you lost your ticket?,Habt ihr eure Eintrittskarte verloren?,0
We're likely to get there before dark.,Wir werden wahrscheinlich vor Einbruch der Dunkelheit dort ankommen.,0
Divide this line into twenty equal parts.,Teile diese Strecke in zwanzig gleiche Teile.,0
This mountain is covered with snow all year round.,Dieser Berg ist das ganze Jahr über von Schnee bedeckt.,0
It's true that he is in love with her.,"Es ist wahr, dass er in sie verliebt ist.",0
I don't want to go to the dentist.,Ich will nicht zum Zahnarzt.,0
I think that everybody knows.,"Ich denke, das weiß jeder.",0
You cannot be too careful in choosing friends.,Du kannst nicht vorsichtig genug bei der Wahl deiner Freunde sein.,0
Have you already signed the contract?,Habt ihr den Vertrag schon unterschrieben?,0
Scientists can easily compute the distance between planets.,Wissenschaftler können leicht den Abstand zwischen zwei Planeten berechnen.,0
Can I use this?,Darf ich das hier benutzen?,0
His comment was concise and to the point.,Sein Kommentar war prägnant und sachdienlich.,0
A chain is only as strong as its weakest link.,Eine Kette ist nur so stark wie ihr schwächstes Glied.,0
I wish you'd quit lying so much.,"Ich wünschte, du ließest die Lügerei!",0
I assume you're getting paid for this.,"Ich nehme an, ihr werdet dafür bezahlt.",0
I'll let you know beforehand.,Ich gebe euch im Voraus Bescheid.,0
I have an exam tomorrow.,Morgen habe ich eine Prüfung.,0
I'm learning how to drive.,"Ich lerne, Auto zu fahren.",0
You'll do whatever I say.,"Du wirst tun, was ich sage.",0
The two dogs sniffed each other.,Die beiden Hunde beschnüffelten sich.,0
I can tell by the look on your face that you're not interested.,"Ich kann an deinem Gesicht ablesen, dass du uninteressiert bist.",0
I couldn't fall asleep.,Ich konnte nicht einschlafen.,0
I have to finish up some things before I go.,"Ich muss noch ein paar Sachen fertig machen, bevor ich gehe.",0
I'm not hungry.,Ich habe keinen Hunger.,0
Some minerals are important for human health.,Manche Mineralien sind wichtig für die menschliche Gesundheit.,0
I don't think I'll be able to get this stain out.,"Ich glaube nicht, dass ich diesen Fleck rausbringe.",0
Ask me anything!,"Frage mich, was immer du willst!",0
Did you read that?,Habt ihr das gelesen?,0
I'll take care of that.,Ich kümmere mich darum!,0
"I don't know her, nor do I want to.","Ich kenne sie nicht, noch möchte ich sie kennenlernen.",0
She hates speaking in public.,Sie mag nicht öffentlich sprechen.,0
I'm being looked after.,Man kümmert sich um mich.,0
Were you home yesterday?,Warst du gestern zu Hause?,0
Mary is a girl.,Maria ist ein Mädchen.,0
Please don't overdo it.,Bitte übertreib’s nicht!,0
I've got just about everything I need.,"Ich habe so ziemlich alles, was ich brauche.",0
Would you like a cup of milk?,Möchtest du eine Tasse Milch?,0
You're arrogant.,Du bist arrogant.,0
It took me three hours to do my homework.,Ich habe drei Stunden für meine Hausaufgaben gebraucht.,0
You cook better than I do.,Du kochst besser als ich.,0
I left the room.,Ich verließ den Raum.,0
I caused this.,Ich habe das hier herbeigeführt.,0
I think you're pretty.,Ich finde dich hübsch.,0
He took back what he had said about her.,"Er nahm zurück, was er über sie gesagt hatte.",0
Many countries depend on agriculture.,Viele Länder sind von der Landwirtschaft abhängig.,0
Swimming is a form of exercise.,Schwimmen ist eine Form der körperlichen Übung.,0
What do I get?,Was bekomme ich?,0
I exercise for two hours every day.,Ich trainiere zwei Stunden pro Tag.,0
What kind of deal did you make?,Was für einen Handel hast du geschlossen?,0
It's a plausible diagnosis.,Es ist eine glaubwürdige Diagnose.,0
I came by bus.,Ich bin mit dem Bus gekommen.,0
All of us speak French.,Wir sprechen alle Französisch.,0
I thought you'd never call.,"Ich dachte schon, Sie würden nie anrufen!",0
What a rude man!,Was für ein grober Mann!,0
I love playing Chopin.,Ich spiele sehr gerne Chopin.,0
That isn't an orange tree.,Das ist kein Orangenbaum.,0
Don't hit me so hard.,Hau mich nicht so doll.,0
"OK guys, I really need something to drink.","Freunde, ich brauche wirklich was zum Trinken.",0
You can stay here as long as you want.,"Ihr könnt so lange bleiben, wie ihr wollt.",0
He could be in the gymnasium.,Er könnte in der Sporthalle sein.,0
One of my suitcases is missing.,Einer meiner Koffer ist verschwunden.,0
His speech got awfully boring.,Seine Rede ist todsterbenslangweilig geworden.,0
Don't worry. Things always work out in the end.,Mach dir keine Sorgen! Am Ende wird immer alles gut.,0
The accused was sentenced to death.,Der Angeklagte wurde zum Tod verurteilt.,0
People say that life is short.,"Die Leute sagen, das Leben sei kurz.",0
I discussed it with my father and decided to change my job.,"Ich beriet mich mit meinem Vater und entschloss mich, die Arbeitsstelle zu wechseln.",0
Do I have to leave a deposit?,Muss ich eine Kaution hinterlegen?,0
What is your opinion on this issue?,Was hältst du denn von dieser Geschichte?,0
You can't go yet.,Du kannst noch nicht gehen.,0
This bird can't fly.,Dieser Vogel kann nicht fliegen.,0
She sometimes takes a walk in the park.,Sie geht manchmal im Park spazieren.,0
Are you talking about my friend?,Sprechen Sie gerade von meinem Freund?,0
Would you mind if I ask you a question?,Dürfte ich dir eine Frage stellen?,0
I think your hypothesis was correct.,"Ich denke, Sie lagen richtig mit Ihrer Hypothese.",0
There is only one bus every two hours.,Es gibt nur einen Bus aller zwei Stunden.,0
Who will take care of the baby?,Wer wird sich um das Baby kümmern?,0
This is good meat.,Dieses Fleisch ist gut.,0
Give me back my bottle.,Gib mir meine Flasche zurück!,0
A man cannot be comfortable without his own approval.,"Ein Mensch kann sich nicht wohlfühlen, wenn er mit sich selbst nicht im Reinen ist.",0
She forced him to do it.,"Sie zwang ihn, es zu tun.",0
The author of this article is a famous critic.,Der Autor dieses Artikels ist ein bekannter Kritiker.,0
I don't have anything to wear.,Ich habe nichts anzuziehen.,0
This is my favorite project.,Dieses ist mein Lieblingsprojekt.,0
You're absolutely wrong.,Ihr liegt völlig falsch.,0
It was not until few days later that the news arrived.,Die Neuigkeit traf erst einige Tage später ein.,0
What would you like to do tomorrow?,Was würdest du morgen gerne machen?,0
Where's the dog?,Wo ist der Hund?,0
This decision was hard.,Diese Entscheidung war eine schwierige.,0
I had the same thought.,Ich habe dasselbe gedacht.,0
The furniture was bought at an auction.,Die Möbel wurden bei einer Auktion gekauft.,0
Did you show it to your parents?,Haben Sie es Ihren Eltern gezeigt?,0
There are many cultures on Earth.,Es gibt viele Kulturen auf der Erde.,0
I showed him the way.,Ich wies ihm den Weg.,0
Is it OK if I take a look around?,Darf ich mich mal umsehen?,0
Did you enjoy your holiday?,Hat Ihnen Ihr Urlaub Freude gemacht?,0
Don't trust what he says.,"Verlass dich nicht darauf, was er sagt!",0
I know it's going to be hard for you to understand.,"Ich weiß, dass es dir schwerfallen wird, das zu verstehen.",0
He's my first love.,Er ist meine erste Liebe.,0
I think you should work a little harder.,"Ich finde, ihr solltet etwas fleißiger arbeiten.",0
The line is busy.,Die Leitung ist besetzt.,0
The thief ran away when she saw the policeman.,"Als die Diebin den Polizisten sah, rannte sie weg.",0
I write every chance I get.,Ich schreibe bei jeder Gelegenheit.,0
Ford won by one hundred-seventeen votes.,Ford gewannt mit einhundertsiebzehn Stimmen Vorsprung.,0
It must be removed.,Man muss ihn wegschaffen.,0
"Due to the lack of students, the school will be closed at the end of the year.",Wegen Schülermangels wird die Schule am Ende des Jahres aufgelöst.,0
That's so annoying.,Das ist so nervig!,0
Why don't you take a taxi?,Warum fahren Sie nicht mit dem Taxi?,0
Who's going to stop me?,Wer wird mich daran hindern?,0
That's a good question.,Das ist eine gute Frage.,0
His overbearing manner infuriates me.,Sein herrisches Betragen macht mich wütend.,0
I ran in order to make it on time.,"Ich bin gerannt, um es noch rechtzeitig zu schaffen.",0
I'm thinking about visiting my friend next year.,"Ich überlege, ob ich meinen Freund nächstes Jahr besuchen sollte.",0
Promises should be kept.,Versprechen sollten gehalten werden.,0
I've never seen anything like that.,Ich hab so was noch nie gesehen.,0
I am very glad to see you.,"Ich freue mich sehr, dich zu sehen.",0
How long has your head been hurting?,Wie lange haben Sie schon Kopfschmerzen?,0
Which CD do you want to listen to?,Welche CD willst du hören?,0
My television is broken.,Mein Fernseher ist kaputt.,0
I have no control over it.,Ich habe keine Kontrolle darüber.,0
Do you always get up before six?,Steht ihr immer vor sechs Uhr auf?,0
Must this letter be written in English?,Muss der Brief auf Englisch geschrieben werden?,0
Where are the apples?,Wo sind die Äpfel?,0
You have plenty of time.,Sie haben ausgiebig Zeit.,0
"It grew dark, and what was worse, we lost our way.",Es wurde dunkel und schlimmer noch: wir verirrten uns.,0
Revenge is sweet.,Rache ist süß.,0
I want you to listen to what I have to say.,"Ich möchte, dass du dir anhörst, was ich zu sagen habe.",0
I'd like you to have it.,"Ich würde wollen, dass du es hast.",0
Leave me some ice cream.,Lass mir etwas Eis übrig!,0
I don't doubt that.,Das bezweifele ich nicht.,0
The teacher collected the papers.,Der Lehrer sammelte die Aufsätze ein.,0
"Keep silent, or I will throw you out of here.",Sei still oder ich werfe dich raus.,0
It's cold.,Es ist kalt.,0
I found out that it was difficult for her to solve that problem.,"Ich stellte fest, dass ihr die Lösung dieses Problems schwer fiel.",0
I read it in the magazine three days ago.,Ich habe es vor drei Tagen in der Zeitschrift gelesen.,0
He knows many folk dances.,Sie kennt viele Volkstänze.,0
Why does it hurt when you get sweat in your eyes?,"Warum tut es weh, wenn Schweiß in die Augen kommt?",0
Let me make my position clear.,Lass mich meinen Standpunkt erklären.,0
You should look up this word.,Du solltest dieses Wort nachschlagen.,0
I feed my dog meat at least once a week.,Ich gebe meinem Hund mindestens einmal wöchentlich Fleisch zu fressen.,0
"If you turn to the left, you'll see a white building.","Wenn Sie links abbiegen, sehen Sie ein weißes Gebäude.",0
You can't kill us both.,Du kannst uns nicht beide umbringen.,0
Some parts of this city are very ugly.,Manche Teile dieser Stadt sind wirklich sehr hässlich.,0
We'll stop here for today.,Das war's für heute.,0
We need some collapsible chairs.,Wir brauchen zusammenklappbare Stühle.,0
Do you have any tax-free articles?,Haben Sie auch steuerfreie Artikel?,0
He worked hard to earn a lot of money.,"Er arbeitete hart, um eine Menge Geld zu verdienen.",0
We have known each other since childhood.,Wir kennen uns schon seit unserer Kindheit.,0
There's no elevator.,Es gibt keinen Fahrstuhl.,0
I think what you're doing is wrong.,"Ich denke, dass du das Falsche tust.",0
"I lived in Japan for 2 years, but now I'm living in California.","Ich habe zwei Jahre in Japan gelebt, aber jetzt lebe ich in Kalifornien.",0
The radio announcer had a masculine voice.,Der Radiosprecher hatte eine männliche Stimme.,0
Aren't you brothers?,Seid ihr nicht Brüder?,0
You're wrong in this case.,In diesem Fall liegst du falsch.,0
Don't let us down.,Enttäuscht uns nicht!,0
What a lovely dress!,Was für ein herrliches Kleid!,0
Is it hot outside?,Ist es draußen heiß?,0
A lot of tourists come here.,Es kommen viele Touristen hierher.,0
Come and look for yourself.,Komm her und sieh selbst.,0
I have a small gift for you.,Ich habe ein kleines Geschenk für Sie.,0
Have both of you already eaten?,Habt ihr beiden schon gegessen?,0
That's not going to stop me.,Das wird mich nicht davon abhalten.,0
"These are my books, and those are his books.",Diese Bücher sind meine und das hier sind seine.,0
I'm beginning to understand why.,"Langsam verstehe ich, warum.",0
