english,german,label
The veteran is diligent.,Die Veteranin ist fleißig.,1
The veteran is diligent.,die altgediente Person ist fleißig.,0
The veteran is diligent.,der*die Veteran*in ist fleißig.,0
The veteran is diligent.,der:die Veteran:in ist fleißig.,0
The veteran is intelligent.,Der Veteran ist intelligent.,1
The veteran is intelligent.,Die Veteranin ist intelligent.,1
The veteran is intelligent.,die altgediente Person ist intelligent.,0
The veteran is intelligent.,der*die Veteran*in ist intelligent.,0
The veteran is intelligent.,der:die Veteran:in ist intelligent.,0
The veteran is responsible.,Der Veteran ist verantwortlich.,1
The veteran is responsible.,Die Veteranin ist verantwortlich.,1
The veteran is responsible.,die altgediente Person ist verantwortlich.,0
The veteran is responsible.,der*die Veteran*in ist verantwortlich.,0
The veteran is responsible.,der:die Veteran:in ist verantwortlich.,0
The veterans are diligent.,Die Veteranen sind fleißig.,1
The veterans are diligent.,Die Veteraninnen sind fleißig.,1
The veterans are diligent.,Die Altgedienten sind fleißig.,0
The veterans are diligent.,die Veteran*innen sind fleißig.,0
The veterans are diligent.,die Veteran:innen sind fleißig.,0
The veterans are intelligent.,Die Veteranen sind intelligent.,1
The veterans are intelligent.,Die Veteraninnen sind intelligent.,1
The veterans are intelligent.,Die Altgedienten sind intelligent.,0
The veterans are intelligent.,die Veteran*innen sind intelligent.,0
The veterans are intelligent.,die Veteran:innen sind intelligent.,0
The veterans are responsible.,Die Veteranen sind verantwortlich.,1
The veterans are responsible.,Die Veteraninnen sind verantwortlich.,1
The veterans are responsible.,Die Altgedienten sind verantwortlich.,0
The veterans are responsible.,die Veteran*innen sind verantwortlich.,0
The veterans are responsible.,die Veteran:innen sind verantwortlich.,0
The donor is diligent.,Der Spender ist fleißig.,1
The donor is diligent.,Die Spenderin ist fleißig.,1
The donor is diligent.,die gebende Person ist fleißig.,0
The donor is diligent.,der*die Spender*in ist fleißig.,0
The donor is diligent.,der:die Spender:in ist fleißig.,0
The donor is intelligent.,Der Spender ist intelligent.,1
The donor is intelligent.,Die Spenderin ist intelligent.,1
The donor is intelligent.,die gebende Person ist intelligent.,0
The donor is intelligent.,der*die Spender*in ist intelligent.,0
The donor is intelligent.,der:die Spender:in ist intelligent.,0
The donor is responsible.,Der Spender ist verantwortlich.,1
The donor is responsible.,Die Spenderin ist verantwortlich.,1
The donor is responsible.,die gebende Person ist verantwortlich.,0
The donor is responsible.,der*die Spender*in ist verantwortlich.,0
The donor is responsible.,der:die Spender:in ist verantwortlich.,0
The donors are diligent.,Die Spender sind fleißig.,1
The donors are diligent.,Die Spenderinnen sind fleißig.,1
The donors are diligent.,Die Gebenden sind fleißig.,0
The donors are diligent.,die Spender*innen sind fleißig.,0
The donors are diligent.,die Spender:innen sind fleißig.,0
The donors are intelligent.,Die Spender sind intelligent.,1
The donors are intelligent.,Die Spenderinnen sind intelligent.,1
The donors are intelligent.,Die Gebenden sind intelligent.,0
The donors are intelligent.,die Spender*innen sind intelligent.,0
The donors are intelligent.,die Spender:innen sind intelligent.,0
The donors are responsible.,Die Spender sind verantwortlich.,1
The donors are responsible.,Die Spenderinnen sind verantwortlich.,1
The donors are responsible.,Die Gebenden sind verantwortlich.,0
The donors are responsible.,die Spender*innen sind verantwortlich.,0
The donors are responsible.,die Spender:innen sind verantwortlich.,0
The fellow citizen is diligent.,Der Mitbürger ist fleißig.,1
The fellow citizen is diligent.,Die Mitbürgerin ist fleißig.,1
The fellow citizen is diligent.,der Mitmensch ist fleißig.,0
The fellow citizen is diligent.,der*die Mitbürger*in ist fleißig.,0
The fellow citizen is diligent.,der:die Mitbürger:in ist fleißig.,0
The fellow citizen is intelligent.,Der Mitbürger ist intelligent.,1
The fellow citizen is intelligent.,Die Mitbürgerin ist intelligent.,1
The fellow citizen is intelligent.,der Mitmensch ist intelligent.,0
The fellow citizen is intelligent.,der*die Mitbürger*in ist intelligent.,0
The fellow citizen is intelligent.,der:die Mitbürger:in ist intelligent.,0
The fellow citizen is responsible.,Der Mitbürger ist verantwortlich.,1
The fellow citizen is responsible.,Die Mitbürgerin ist verantwortlich.,1
The fellow citizen is responsible.,der Mitmensch ist verantwortlich.,0
The fellow citizen is responsible.,der*die Mitbürger*in ist verantwortlich.,0
The fellow citizen is responsible.,der:die Mitbürger:in ist verantwortlich.,0
The fellow citizens are diligent.,Die Mitbürger sind fleißig.,1
The fellow citizens are diligent.,Die Mitbürgerinnen sind fleißig.,1
The fellow citizens are diligent.,Die Mitmenschen sind fleißig.,0
The fellow citizens are diligent.,die Mitbürger*innen sind fleißig.,0
The fellow citizens are diligent.,die Mitbürger:innen sind fleißig.,0
The fellow citizens are intelligent.,Die Mitbürger sind intelligent.,1
The fellow citizens are intelligent.,Die Mitbürgerinnen sind intelligent.,1
The fellow citizens are intelligent.,Die Mitmenschen sind intelligent.,0
The fellow citizens are intelligent.,die Mitbürger*innen sind intelligent.,0
The fellow citizens are intelligent.,die Mitbürger:innen sind intelligent.,0
The fellow citizens are responsible.,Die Mitbürger sind verantwortlich.,1
The fellow citizens are responsible.,Die Mitbürgerinnen sind verantwortlich.,1
The fellow citizens are responsible.,Die Mitmenschen sind verantwortlich.,0
The fellow citizens are responsible.,die Mitbürger*innen sind verantwortlich.,0
The fellow citizens are responsible.,die Mitbürger:innen sind verantwortlich.,0
The notary is diligent.,Der Notar ist fleißig.,1
The notary is diligent.,Die Notarin ist fleißig.,1
The notary is diligent.,die notariell arbeitende Person ist fleißig.,0
The notary is diligent.,der*die Notar*in ist fleißig.,0
The notary is diligent.,der:die Notar:in ist fleißig.,0
The notary is intelligent.,Der Notar ist intelligent.,1
The notary is intelligent.,Die Notarin ist intelligent.,1
The notary is intelligent.,die notariell arbeitende Person ist intelligent.,0
The notary is intelligent.,der*die Notar*in ist intelligent.,0
The notary is intelligent.,der:die Notar:in ist intelligent.,0
The notary is responsible.,Der Notar ist verantwortlich.,1
The notary is responsible.,Die Notarin ist verantwortlich.,1
The notary is responsible.,die notariell arbeitende Person ist verantwortlich.,0
The notary is responsible.,der*die Notar*in ist verantwortlich.,0
The notary is responsible.,der:die Notar:in ist verantwortlich.,0
The notaries are diligent.,Die Notare sind fleißig.,1
The notaries are diligent.,Die Notarinnen sind fleißig.,1
The notaries are diligent.,Die notariell arbeitenden Personen sind fleißig.,0
The notaries are diligent.,die Notar*innen sind fleißig.,0
The notaries are diligent.,die Notar:innen sind fleißig.,0
The notaries are intelligent.,Die Notare sind intelligent.,1
The notaries are intelligent.,Die Notarinnen sind intelligent.,1
The notaries are intelligent.,Die notariell arbeitenden Personen sind intelligent.,0
The notaries are intelligent.,die Notar*innen sind intelligent.,0
The notaries are intelligent.,die Notar:innen sind intelligent.,0
The notaries are responsible.,Die Notare sind verantwortlich.,1
The notaries are responsible.,Die Notarinnen sind verantwortlich.,1
The notaries are responsible.,Die notariell arbeitenden Personen sind verantwortlich.,0
The notaries are responsible.,die Notar*innen sind verantwortlich.,0
The notaries are responsible.,die Notar:innen sind verantwortlich.,0
The traveller is diligent.,Der Reisender ist fleißig.,1
The traveller is diligent.,Die Reisende ist fleißig.,1
The traveller is diligent.,die reisende Person ist fleißig.,0
The traveller is diligent.,der*die Reisende ist fleißig.,0
The traveller is diligent.,der:die Reisende ist fleißig.,0
The traveller is intelligent.,Der Reisender ist intelligent.,1
The traveller is intelligent.,Die Reisende ist intelligent.,1
The traveller is intelligent.,die reisende Person ist intelligent.,0
The traveller is intelligent.,der*die Reisende ist intelligent.,0
The traveller is intelligent.,der:die Reisende ist intelligent.,0
The traveller is responsible.,Der Reisender ist verantwortlich.,1
The traveller is responsible.,Die Reisende ist verantwortlich.,1
The traveller is responsible.,die reisende Person ist verantwortlich.,0
The traveller is responsible.,der*die Reisende ist verantwortlich.,0
The traveller is responsible.,der:die Reisende ist verantwortlich.,0
The travellers are diligent.,Die Reisende sind fleißig.,1
The travellers are diligent.,Die Reisende sind fleißig.,1
The travellers are diligent.,Die reisenden Personen sind fleißig.,0
The travellers are diligent.,die Reisenden sind fleißig.,0
The travellers are intelligent.,Die Reisende sind intelligent.,1
The travellers are intelligent.,Die Reisende sind intelligent.,1
The travellers are intelligent.,Die reisenden Personen sind intelligent.,0
The travellers are intelligent.,die Reisenden sind intelligent.,0
The travellers are responsible.,Die Reisende sind verantwortlich.,1
The travellers are responsible.,Die Reisende sind verantwortlich.,1
The travellers are responsible.,Die reisenden Personen sind verantwortlich.,0
The travellers are responsible.,die Reisenden sind verantwortlich.,0
The student representative is diligent.,Der Schülervertreter ist fleißig.,1
The student representative is diligent.,Die Schülervertreterin ist fleißig.,1
The student representative is diligent.,"die Person, die die Schülerschaft vertritt ist fleißig.",0
The student representative is diligent.,der*die Schülervertreter*in ist fleißig.,0
The student representative is diligent.,der:die Schülervertreter:in ist fleißig.,0
The student representative is intelligent.,Der Schülervertreter ist intelligent.,1
The student representative is intelligent.,Die Schülervertreterin ist intelligent.,1
The student representative is intelligent.,"die Person, die die Schülerschaft vertritt ist intelligent.",0
The student representative is intelligent.,der*die Schülervertreter*in ist intelligent.,0
The student representative is intelligent.,der:die Schülervertreter:in ist intelligent.,0
The student representative is responsible.,Der Schülervertreter ist verantwortlich.,1
The student representative is responsible.,Die Schülervertreterin ist verantwortlich.,1
The student representative is responsible.,"die Person, die die Schülerschaft vertritt ist verantwortlich.",0
The student representative is responsible.,der*die Schülervertreter*in ist verantwortlich.,0
The student representative is responsible.,der:die Schülervertreter:in ist verantwortlich.,0
The student representatives are diligent.,Die Schülervertreter sind fleißig.,1
The student representatives are diligent.,Die Schülervertreterinnen sind fleißig.,1
The student representatives are diligent.,Die Lernendenvertretung sind fleißig.,0
The student representatives are diligent.,die Schülervertreter*innen sind fleißig.,0
The student representatives are diligent.,die Schülervertreter:innen sind fleißig.,0
The student representatives are intelligent.,Die Schülervertreter sind intelligent.,1
The student representatives are intelligent.,Die Schülervertreterinnen sind intelligent.,1
The student representatives are intelligent.,Die Lernendenvertretung sind intelligent.,0
The student representatives are intelligent.,die Schülervertreter*innen sind intelligent.,0
The student representatives are intelligent.,die Schülervertreter:innen sind intelligent.,0
The student representatives are responsible.,Die Schülervertreter sind verantwortlich.,1
The student representatives are responsible.,Die Schülervertreterinnen sind verantwortlich.,1
The student representatives are responsible.,Die Lernendenvertretung sind verantwortlich.,0
The student representatives are responsible.,die Schülervertreter*innen sind verantwortlich.,0
The student representatives are responsible.,die Schülervertreter:innen sind verantwortlich.,0
The diabetic is diligent.,Der Diabetiker ist fleißig.,1
The diabetic is diligent.,Die Diabetikerin ist fleißig.,1
The diabetic is diligent.,der Mensch mit Diabetes ist fleißig.,0
The diabetic is diligent.,der*die Diabetiker*in ist fleißig.,0
The diabetic is diligent.,der:die Diabetiker:in ist fleißig.,0
The diabetic is intelligent.,Der Diabetiker ist intelligent.,1
The diabetic is intelligent.,Die Diabetikerin ist intelligent.,1
The diabetic is intelligent.,der Mensch mit Diabetes ist intelligent.,0
The diabetic is intelligent.,der*die Diabetiker*in ist intelligent.,0
The diabetic is intelligent.,der:die Diabetiker:in ist intelligent.,0
The diabetic is responsible.,Der Diabetiker ist verantwortlich.,1
The diabetic is responsible.,Die Diabetikerin ist verantwortlich.,1
The diabetic is responsible.,der Mensch mit Diabetes ist verantwortlich.,0
The diabetic is responsible.,der*die Diabetiker*in ist verantwortlich.,0
The diabetic is responsible.,der:die Diabetiker:in ist verantwortlich.,0
The diabetics are diligent.,Die Diabetiker sind fleißig.,1
The diabetics are diligent.,Die Diabetikerinnen sind fleißig.,1
The diabetics are diligent.,Die Menschen mit Diabetes sind fleißig.,0
The diabetics are diligent.,die Diabetiker*innen sind fleißig.,0
The diabetics are diligent.,die Diabetiker:innen sind fleißig.,0
The diabetics are intelligent.,Die Diabetiker sind intelligent.,1
The diabetics are intelligent.,Die Diabetikerinnen sind intelligent.,1
The diabetics are intelligent.,Die Menschen mit Diabetes sind intelligent.,0
The diabetics are intelligent.,die Diabetiker*innen sind intelligent.,0
The diabetics are intelligent.,die Diabetiker:innen sind intelligent.,0
The diabetics are responsible.,Die Diabetiker sind verantwortlich.,1
The diabetics are responsible.,Die Diabetikerinnen sind verantwortlich.,1
The diabetics are responsible.,Die Menschen mit Diabetes sind verantwortlich.,0
The diabetics are responsible.,die Diabetiker*innen sind verantwortlich.,0
The diabetics are responsible.,die Diabetiker:innen sind verantwortlich.,0
The administrator is diligent.,Der Sachbearbeiter ist fleißig.,1
The administrator is diligent.,Die Sachbearbeiterin ist fleißig.,1
The administrator is diligent.,die Verwaltungskraft ist fleißig.,0
The administrator is diligent.,der*die Sachbearbeiter*in ist fleißig.,0
The administrator is diligent.,der:die Sachbearbeiter:in ist fleißig.,0
The administrator is intelligent.,Der Sachbearbeiter ist intelligent.,1
The administrator is intelligent.,Die Sachbearbeiterin ist intelligent.,1
The administrator is intelligent.,die Verwaltungskraft ist intelligent.,0
The administrator is intelligent.,der*die Sachbearbeiter*in ist intelligent.,0
The administrator is intelligent.,der:die Sachbearbeiter:in ist intelligent.,0
The administrator is responsible.,Der Sachbearbeiter ist verantwortlich.,1
The administrator is responsible.,Die Sachbearbeiterin ist verantwortlich.,1
The administrator is responsible.,die Verwaltungskraft ist verantwortlich.,0
The administrator is responsible.,der*die Sachbearbeiter*in ist verantwortlich.,0
The administrator is responsible.,der:die Sachbearbeiter:in ist verantwortlich.,0
The administrators are diligent.,Die Sachbearbeiter sind fleißig.,1
The administrators are diligent.,Die Sachbearbeiterinnen sind fleißig.,1
The administrators are diligent.,Die Verwaltungskräfte sind fleißig.,0
The administrators are diligent.,die Sachbearbeiter*innen sind fleißig.,0
The administrators are diligent.,die Sachbearbeiter:innen sind fleißig.,0
The administrators are intelligent.,Die Sachbearbeiter sind intelligent.,1
The administrators are intelligent.,Die Sachbearbeiterinnen sind intelligent.,1
The administrators are intelligent.,Die Verwaltungskräfte sind intelligent.,0
The administrators are intelligent.,die Sachbearbeiter*innen sind intelligent.,0
The administrators are intelligent.,die Sachbearbeiter:innen sind intelligent.,0
The administrators are responsible.,Die Sachbearbeiter sind verantwortlich.,1
The administrators are responsible.,Die Sachbearbeiterinnen sind verantwortlich.,1
The administrators are responsible.,Die Verwaltungskräfte sind verantwortlich.,0
The administrators are responsible.,die Sachbearbeiter*innen sind verantwortlich.,0
The administrators are responsible.,die Sachbearbeiter:innen sind verantwortlich.,0
The Jew is diligent.,Der Jude ist fleißig.,1
The Jew is diligent.,Die Juden ist fleißig.,1
The Jew is diligent.,Der Mensch jüdischen Glaubens ist fleißig.,0
The Jew is diligent.,der*die Jud*in ist fleißig.,0
The Jew is diligent.,der:die Jud:in ist fleißig.,0
The Jew is intelligent.,Der Jude ist intelligent.,1
The Jew is intelligent.,Die Juden ist intelligent.,1
The Jew is intelligent.,Der Mensch jüdischen Glaubens ist intelligent.,0
The Jew is intelligent.,der*die Jud*in ist intelligent.,0
The Jew is intelligent.,der:die Jud:in ist intelligent.,0
The Jew is responsible.,Der Jude ist verantwortlich.,1
The Jew is responsible.,Die Juden ist verantwortlich.,1
The Jew is responsible.,Der Mensch jüdischen Glaubens ist verantwortlich.,0
The Jew is responsible.,der*die Jud*in ist verantwortlich.,0
The Jew is responsible.,der:die Jud:in ist verantwortlich.,0
The Jews are diligent.,Die Juden sind fleißig.,1
The Jews are diligent.,Die Juden sind fleißig.,1
The Jews are diligent.,Die Menschen jüdischen Glaubens sind fleißig.,0
The Jews are diligent.,die Jud*innen sind fleißig.,0
The Jews are diligent.,die Jud:innen sind fleißig.,0
The Jews are intelligent.,Die Juden sind intelligent.,1
The Jews are intelligent.,Die Juden sind intelligent.,1
The Jews are intelligent.,Die Menschen jüdischen Glaubens sind intelligent.,0
The Jews are intelligent.,die Jud*innen sind intelligent.,0
The Jews are intelligent.,die Jud:innen sind intelligent.,0
The Jews are responsible.,Die Juden sind verantwortlich.,1
The Jews are responsible.,Die Juden sind verantwortlich.,1
The Jews are responsible.,Die Menschen jüdischen Glaubens sind verantwortlich.,0
The Jews are responsible.,die Jud*innen sind verantwortlich.,0
The Jews are responsible.,die Jud:innen sind verantwortlich.,0
The secretary is diligent.,Der Sekretär ist fleißig.,1
The secretary is diligent.,Die Sekretärin ist fleißig.,1
The secretary is diligent.,die Verwaltungskraft ist fleißig.,0
The secretary is diligent.,der*die Sekräter*in ist fleißig.,0
The secretary is diligent.,der:die Sekräter:in ist fleißig.,0
The secretary is intelligent.,Der Sekretär ist intelligent.,1
The secretary is intelligent.,Die Sekretärin ist intelligent.,1
The secretary is intelligent.,die Verwaltungskraft ist intelligent.,0
The secretary is intelligent.,der*die Sekräter*in ist intelligent.,0
The secretary is intelligent.,der:die Sekräter:in ist intelligent.,0
The secretary is responsible.,Der Sekretär ist verantwortlich.,1
The secretary is responsible.,Die Sekretärin ist verantwortlich.,1
The secretary is responsible.,die Verwaltungskraft ist verantwortlich.,0
The secretary is responsible.,der*die Sekräter*in ist verantwortlich.,0
The secretary is responsible.,der:die Sekräter:in ist verantwortlich.,0
The secretaries are diligent.,Die Sekretäre sind fleißig.,1
The secretaries are diligent.,Die Sekretärinnen sind fleißig.,1
The secretaries are diligent.,Die Verwaltungskräfte sind fleißig.,0
The secretaries are diligent.,die Sekräter*innen sind fleißig.,0
The secretaries are diligent.,die Sekräter:innen sind fleißig.,0
The secretaries are intelligent.,Die Sekretäre sind intelligent.,1
The secretaries are intelligent.,Die Sekretärinnen sind intelligent.,1
The secretaries are intelligent.,Die Verwaltungskräfte sind intelligent.,0
The secretaries are intelligent.,die Sekräter*innen sind intelligent.,0
The secretaries are intelligent.,die Sekräter:innen sind intelligent.,0
The secretaries are responsible.,Die Sekretäre sind verantwortlich.,1
The secretaries are responsible.,Die Sekretärinnen sind verantwortlich.,1
The secretaries are responsible.,Die Verwaltungskräfte sind verantwortlich.,0
The secretaries are responsible.,die Sekräter*innen sind verantwortlich.,0
The secretaries are responsible.,die Sekräter:innen sind verantwortlich.,0
The builder is diligent.,Der Bauträger ist fleißig.,1
The builder is diligent.,Die Bauträgerin ist fleißig.,1
The builder is diligent.,die für den Bau verantwortliche Firma ist fleißig.,0
The builder is diligent.,der*die Bauträger*in ist fleißig.,0
The builder is diligent.,der:die Bauträger:in ist fleißig.,0
The builder is intelligent.,Der Bauträger ist intelligent.,1
The builder is intelligent.,Die Bauträgerin ist intelligent.,1
The builder is intelligent.,die für den Bau verantwortliche Firma ist intelligent.,0
The builder is intelligent.,der*die Bauträger*in ist intelligent.,0
The builder is intelligent.,der:die Bauträger:in ist intelligent.,0
The builder is responsible.,Der Bauträger ist verantwortlich.,1
The builder is responsible.,Die Bauträgerin ist verantwortlich.,1
The builder is responsible.,die für den Bau verantwortliche Firma ist verantwortlich.,0
The builder is responsible.,der*die Bauträger*in ist verantwortlich.,0
The builder is responsible.,der:die Bauträger:in ist verantwortlich.,0
The builders are diligent.,Die Bauträger sind fleißig.,1
The builders are diligent.,Die Bauträgerinnen sind fleißig.,1
The builders are diligent.,Die für den Bau verantwortlichen Firmen sind fleißig.,0
The builders are diligent.,die Bauträger*innen sind fleißig.,0
The builders are diligent.,die Bauträger:innen sind fleißig.,0
The builders are intelligent.,Die Bauträger sind intelligent.,1
The builders are intelligent.,Die Bauträgerinnen sind intelligent.,1
The builders are intelligent.,Die für den Bau verantwortlichen Firmen sind intelligent.,0
The builders are intelligent.,die Bauträger*innen sind intelligent.,0
The builders are intelligent.,die Bauträger:innen sind intelligent.,0
The builders are responsible.,Die Bauträger sind verantwortlich.,1
The builders are responsible.,Die Bauträgerinnen sind verantwortlich.,1
The builders are responsible.,Die für den Bau verantwortlichen Firmen sind verantwortlich.,0
The builders are responsible.,die Bauträger*innen sind verantwortlich.,0
The builders are responsible.,die Bauträger:innen sind verantwortlich.,0
The enforcement debtor is diligent.,Der Vollstreckungsschuldner ist fleißig.,1
The enforcement debtor is diligent.,Die Vollstreckungsschuldnerin ist fleißig.,1
The enforcement debtor is diligent.,der*die Vollstreckungsschuldner*in ist fleißig.,0
The enforcement debtor is diligent.,der:die Vollstreckungsschuldner:in ist fleißig.,0
The enforcement debtor is intelligent.,Der Vollstreckungsschuldner ist intelligent.,1
The enforcement debtor is intelligent.,Die Vollstreckungsschuldnerin ist intelligent.,1
The enforcement debtor is intelligent.,der*die Vollstreckungsschuldner*in ist intelligent.,0
The enforcement debtor is intelligent.,der:die Vollstreckungsschuldner:in ist intelligent.,0
The enforcement debtor is responsible.,Der Vollstreckungsschuldner ist verantwortlich.,1
The enforcement debtor is responsible.,Die Vollstreckungsschuldnerin ist verantwortlich.,1
The enforcement debtor is responsible.,der*die Vollstreckungsschuldner*in ist verantwortlich.,0
The enforcement debtor is responsible.,der:die Vollstreckungsschuldner:in ist verantwortlich.,0
The enforcement debtors are diligent.,Die Vollstreckungsschuldner sind fleißig.,1
The enforcement debtors are diligent.,Die Vollstreckungsschuldnerinnen sind fleißig.,1
The enforcement debtors are diligent.,die Vollstreckungsschuldner*innen sind fleißig.,0
The enforcement debtors are diligent.,die Vollstreckungsschuldner:innen sind fleißig.,0
The enforcement debtors are intelligent.,Die Vollstreckungsschuldner sind intelligent.,1
The enforcement debtors are intelligent.,Die Vollstreckungsschuldnerinnen sind intelligent.,1
The enforcement debtors are intelligent.,die Vollstreckungsschuldner*innen sind intelligent.,0
The enforcement debtors are intelligent.,die Vollstreckungsschuldner:innen sind intelligent.,0
The enforcement debtors are responsible.,Die Vollstreckungsschuldner sind verantwortlich.,1
The enforcement debtors are responsible.,Die Vollstreckungsschuldnerinnen sind verantwortlich.,1
The enforcement debtors are responsible.,die Vollstreckungsschuldner*innen sind verantwortlich.,0
The enforcement debtors are responsible.,die Vollstreckungsschuldner:innen sind verantwortlich.,0
The president is diligent.,Der Präsident ist fleißig.,1
The president is diligent.,Die Präsidentin ist fleißig.,1
The president is diligent.,das Staatsoberhaupt ist fleißig.,0
The president is diligent.,der*die Präsident*in ist fleißig.,0
The president is diligent.,der:die Präsident:in ist fleißig.,0
The president is intelligent.,Der Präsident ist intelligent.,1
The president is intelligent.,Die Präsidentin ist intelligent.,1
The president is intelligent.,das Staatsoberhaupt ist intelligent.,0
The president is intelligent.,der*die Präsident*in ist intelligent.,0
The president is intelligent.,der:die Präsident:in ist intelligent.,0
The president is responsible.,Der Präsident ist verantwortlich.,1
The president is responsible.,Die Präsidentin ist verantwortlich.,1
The president is responsible.,das Staatsoberhaupt ist verantwortlich.,0
The president is responsible.,der*die Präsident*in ist verantwortlich.,0
The president is responsible.,der:die Präsident:in ist verantwortlich.,0
The presidents are diligent.,Die Präsidenten sind fleißig.,1
The presidents are diligent.,Die Präsidentinnen sind fleißig.,1
The presidents are diligent.,Die Staatsoberhäupter sind fleißig.,0
The presidents are diligent.,die Präsident*innen sind fleißig.,0
The presidents are diligent.,die Präsident:innen sind fleißig.,0
The presidents are intelligent.,Die Präsidenten sind intelligent.,1
The presidents are intelligent.,Die Präsidentinnen sind intelligent.,1
The presidents are intelligent.,Die Staatsoberhäupter sind intelligent.,0
The presidents are intelligent.,die Präsident*innen sind intelligent.,0
The presidents are intelligent.,die Präsident:innen sind intelligent.,0
The presidents are responsible.,Die Präsidenten sind verantwortlich.,1
The presidents are responsible.,Die Präsidentinnen sind verantwortlich.,1
The presidents are responsible.,Die Staatsoberhäupter sind verantwortlich.,0
The presidents are responsible.,die Präsident*innen sind verantwortlich.,0
The presidents are responsible.,die Präsident:innen sind verantwortlich.,0
The pastor is diligent.,Der Seelsorger ist fleißig.,1
The pastor is diligent.,Die Seelsorgerin ist fleißig.,1
The pastor is diligent.,der*die Seelsorger*in ist fleißig.,0
The pastor is diligent.,der:die Seelsorger:in ist fleißig.,0
The pastor is intelligent.,Der Seelsorger ist intelligent.,1
The pastor is intelligent.,Die Seelsorgerin ist intelligent.,1
The pastor is intelligent.,der*die Seelsorger*in ist intelligent.,0
The pastor is intelligent.,der:die Seelsorger:in ist intelligent.,0
The pastor is responsible.,Der Seelsorger ist verantwortlich.,1
The pastor is responsible.,Die Seelsorgerin ist verantwortlich.,1
The pastor is responsible.,der*die Seelsorger*in ist verantwortlich.,0
The pastor is responsible.,der:die Seelsorger:in ist verantwortlich.,0
The pastors are diligent.,Die Seelsorger sind fleißig.,1
The pastors are diligent.,Die Seelsorgerinnen sind fleißig.,1
The pastors are diligent.,die Seelsorger*innen sind fleißig.,0
The pastors are diligent.,die Seelsorger:innen sind fleißig.,0
The pastors are intelligent.,Die Seelsorger sind intelligent.,1
The pastors are intelligent.,Die Seelsorgerinnen sind intelligent.,1
The pastors are intelligent.,die Seelsorger*innen sind intelligent.,0
The pastors are intelligent.,die Seelsorger:innen sind intelligent.,0
The pastors are responsible.,Die Seelsorger sind verantwortlich.,1
The pastors are responsible.,Die Seelsorgerinnen sind verantwortlich.,1
The pastors are responsible.,die Seelsorger*innen sind verantwortlich.,0
The pastors are responsible.,die Seelsorger:innen sind verantwortlich.,0
The tax consultant is diligent.,Der Steuerberater ist fleißig.,1
The tax consultant is diligent.,Die Steuerberaterin ist fleißig.,1
The tax consultant is diligent.,die Steuerberatung ist fleißig.,0
The tax consultant is diligent.,der*die Steuerberater*in ist fleißig.,0
The tax consultant is diligent.,der:die Steuerberater:in ist fleißig.,0
The tax consultant is intelligent.,Der Steuerberater ist intelligent.,1
The tax consultant is intelligent.,Die Steuerberaterin ist intelligent.,1
The tax consultant is intelligent.,die Steuerberatung ist intelligent.,0
The tax consultant is intelligent.,der*die Steuerberater*in ist intelligent.,0
The tax consultant is intelligent.,der:die Steuerberater:in ist intelligent.,0
The tax consultant is responsible.,Der Steuerberater ist verantwortlich.,1
The tax consultant is responsible.,Die Steuerberaterin ist verantwortlich.,1
The tax consultant is responsible.,die Steuerberatung ist verantwortlich.,0
The tax consultant is responsible.,der*die Steuerberater*in ist verantwortlich.,0
The tax consultant is responsible.,der:die Steuerberater:in ist verantwortlich.,0
The tax consultants are diligent.,Die Steuerberater sind fleißig.,1
The tax consultants are diligent.,Die Steuerberaterinnen sind fleißig.,1
The tax consultants are diligent.,Die Steuerberatungen sind fleißig.,0
The tax consultants are diligent.,die Steuerberater*innen sind fleißig.,0
The tax consultants are diligent.,die Steuerberater:innen sind fleißig.,0
The tax consultants are intelligent.,Die Steuerberater sind intelligent.,1
The tax consultants are intelligent.,Die Steuerberaterinnen sind intelligent.,1
The tax consultants are intelligent.,Die Steuerberatungen sind intelligent.,0
The tax consultants are intelligent.,die Steuerberater*innen sind intelligent.,0
The tax consultants are intelligent.,die Steuerberater:innen sind intelligent.,0
The tax consultants are responsible.,Die Steuerberater sind verantwortlich.,1
The tax consultants are responsible.,Die Steuerberaterinnen sind verantwortlich.,1
The tax consultants are responsible.,Die Steuerberatungen sind verantwortlich.,0
The tax consultants are responsible.,die Steuerberater*innen sind verantwortlich.,0
The tax consultants are responsible.,die Steuerberater:innen sind verantwortlich.,0
The influencer is diligent.,Der Einflussnehmer ist fleißig.,1
The influencer is diligent.,Die Einflussnehmerin ist fleißig.,1
The influencer is diligent.,die einflussnehmende Person ist fleißig.,0
The influencer is diligent.,der*die Einflussnehmer*in ist fleißig.,0
The influencer is diligent.,der:die Einflussnehmer:in ist fleißig.,0
The influencer is intelligent.,Der Einflussnehmer ist intelligent.,1
The influencer is intelligent.,Die Einflussnehmerin ist intelligent.,1
The influencer is intelligent.,die einflussnehmende Person ist intelligent.,0
The influencer is intelligent.,der*die Einflussnehmer*in ist intelligent.,0
The influencer is intelligent.,der:die Einflussnehmer:in ist intelligent.,0
The influencer is responsible.,Der Einflussnehmer ist verantwortlich.,1
The influencer is responsible.,Die Einflussnehmerin ist verantwortlich.,1
The influencer is responsible.,die einflussnehmende Person ist verantwortlich.,0
The influencer is responsible.,der*die Einflussnehmer*in ist verantwortlich.,0
The influencer is responsible.,der:die Einflussnehmer:in ist verantwortlich.,0
